id,poj_input,poj_unicode,tailo_input,tailo_unicode,taigi_hanji,page_number
1699,Moa2-thian-seng,Móa-thian-seng,Mua2-thian-sing,Muá-thian-sing,滿天星,414
1700,Eng-a2-chhau2,Eng-á-chháu,Ing-a2-tshau2,Ing-á-tsháu,英仔草,414
1701,Be2-be2-si,Bé-bé-si,Be2-be2-si,Bé-bé-si,馬尾絲,414
1702,Soann-koa3-chhai3,Soaⁿ-kòa-chhài,Suann-kua3-tshai3,Suann-kuà-tshài,山芥菜,414
1703,To-siong-chhau2,To-siong-chháu,To-siong-tshau2,To-siong-tsháu,刀傷草,414
1704,E-a2-chhai3,E-á-chhài,E-a2-tshai3,E-á-tshài,萵仔菜,414
1705,Iunn5-kak-sam-kiam3,Iûⁿ-kak-sam-kiàm,Iunn5-kak-sam-kiam3,Iûnn-kak-sam-kiàm,羊角三劍,415
1706,Lak8-kak-chhau2,La̍k-kak-chháu,Lak8-kak-tshau2,La̍k-kak-tsháu,六角草,415
1707,Soann-kiok,Soaⁿ-kiok,Suann-kiok,Suann-kiok,山菊,415
1708,Chit-a2-tann2,Chit-á-táⁿ,Tsit-a2-tann2,Tsit-á-tánn,鯽仔膽,416
1709,Ti-sai2-chhai3,Ti-sái-chhài,Ti-sai2-tshai3,Ti-sái-tshài,豬屎菜,417
1710,Hi-chhiam-chhau2,Hi-chhiam-chháu,Hi-tshiam-tshau2,Hi-tshiam-tsháu,稀簽草,417
1711,Sann-pan2-to,Saⁿ-pán-to,Sann-pan2-to,Sann-pán-to,三版刀,418
1712,Thih-kun5-thau5,Thih-kûn-thâu,Thih-kun5-thau5,Thih-kûn-thâu,鐵拳頭,418
1713,Kim-chai3-kau,Kim-chài-kau,Kim-tsai3-kau,Kim-tsài-kau,金再鈎,418
1714,Chhinn-ki-hiunn,Chhiⁿ-ki-hiuⁿ,Tshinn-ki-hiunn,Tshinn-ki-hiunn,生支香,419
1715,It-ki-hiunn,It-ki-hiuⁿ,It-ki-hiunn,It-ki-hiunn,一枝香,419
1716,Liam-lat8-a2,Liam-la̍t-á,Liam-lat8-a2,Liam-la̍t-á,拈力仔,419
1717,Chhan5-oo-chhau2,Chhân-o͘-chháu,Tshan5-oo-tshau2,Tshân-oo-tsháu,田烏草,419
1718,Ng5-hoe-chhan5-loo7-chhau2,N̂g-hoe-chhân-lō͘-chháu,Ng5-hue-tshan5-loo7-tshau2,N̂g-hue-tshân-lōo-tsháu,黃花田路草,419
1719,Choa5-chih8-hong5,Chôa-chi̍h-hông,Tsua5-tsih8-hong5,Tsuâ-tsi̍h-hông,蛇舌黃,419
1720,Thian-hong5-chhau2-ku7,Thian-hông-chháu-kū,Thian-hong5-tshau2-ku7,Thian-hông-tsháu-kū,天紅草舅,419
1721,Iunn5-tai3-lai5,Iûⁿ-tài-lâi,Iunn5-tai3-lai5,Iûnn-tài-lâi,羊帶來,420
1722,Sat-bu2-chi2,Sat-bú-chí,Sat-bu2-tsi2,Sat-bú-tsí,虱母子,420
1723,Pah-jit8-chhau2,Pah-ji̍t-chháu,Pah-jit8-tshau2,Pah-ji̍t-tsháu,百日草,420
