id,poj_input,poj_unicode,tailo_input,tailo_unicode,hanlo,hoagi,from
7963,kong u7 kong cheng5-li2   po5 u7 po5 cheng5-li2,kong ū kong chêng-lí   pô ū pô chêng-lí,kong u7 kong tsing5-li2   po5 u7 po5 tsing5-li2,kong ū kong tsîng-lí   pô ū pô tsîng-lí,公有公情理  婆有婆情理,公說公有理  婆說婆有理,Chenwujack Chen
7964,ke-kak-kang/koe-kak-kang,ke-kak-kang/koe-kak-kang,ke-kak-kang/kue-kak-kang,ke-kak-kang/kue-kak-kang,雞鵤公,公雞,Chenwujack Chen
7965,lo3-lo3-tng5,lò-lò-tn̂g,lo3-lo3-tng5,lò-lò-tn̂g,躼躼長,冗長,Chenwujack Chen
7966,tng5-lo3-lo3,tn̂g-lò-lò,tng5-lo3-lo3,tn̂g-lò-lò,長躼躼,冗長,Chenwujack Chen
7967,khan ang3-a2 poo2-hoo7-soann3,khan àng-á pó͘-hō͘-sòaⁿ,khan ang3-a2 poo2-hoo7-suann3,khan àng-á póo-hōo-suànn,牽尪仔補雨傘,冗談,Chenwujack Chen
7968,Sim2-bun5-teng5,Sím-bûn-têng,Sim2-bun5-ting5,Sím-bûn-tîng,沈文程,沈文程,Chenwujack Chen
7969,tu2-tu2-ho2,tú-tú-hó,tu2-tu2-ho2,tú-tú-hó,拄拄好,剛剛好,Chenwujack Chen
7970,tu2-a2-ho2,tú-á-hó,tu2-a2-ho2,tú-á-hó,拄仔好,剛剛好,Chenwujack Chen
7971,tu2-tu2-a2-ho2,tú-tú-á-hó,tu2-tu2-a2-ho2,tú-tú-á-hó,拄拄仔好,剛剛好,Chenwujack Chen
7972,goa2 kam2-kak,góa kám-kak,gua2 kam2-kak,guá kám-kak,我感覺,我覺得,Chenwujack Chen
7973,goa2 jin7-ui5,góa jīn-uî,gua2 jin7-ui5,guá jīn-uî,我認為,我覺得,Chenwujack Chen
7974,Liau7-chun3,Liāu-chùn,Liau7-tsun3,Liāu-tsùn,廖峻,廖峻,Chenwujack Chen
7975,phui3-kiann2,phùi-kiáⁿ,phui3-kiann2,phuì-kiánn,屁囝,屁孩,Locker Roadway
7976,chiann3 si3 kak heng5,chiàⁿ sì kak hêng,tsiann3 si3 kak hing5,tsiànn sì kak hîng,正四角形,正方形,王秀娟
7977,hiong-kun5 m7-phah chhio3-bin7,hiong-kûn m̄-phah chhiò-bīn,hiong-kun5 m7-phah tshio3-bin7,hiong-kûn m̄-phah tshiò-bīn,凶拳毋拍笑面,凶拳不打笑臉人,Chenwujack Chen
7978,oa2 soh-a2 pun-chinn5,oá soh-á pun-chîⁿ,ua2 soh-a2 pun-tsinn5,uá soh-á pun-tsînn,倚索仔分錢,分一杯羹,Chenwujack Chen
7979,tit8-chhau2 bo5-ni  hoainn5-chhau2 bo5 liam3,ti̍t-chháu bô-ni  hoâiⁿ-chháu bô liàm,tit8-tshau2 bo5-ni  huainn5-tshau2 bo5 liam3,ti̍t-tsháu bô-ni  huâinn-tsháu bô liàm,直草無拈  橫草無捻,分文不取,Chenwujack Chen
7980,soann-nia7,soaⁿ-niā,suann-nia7,suann-niā,山陵,分水嶺,Chenwujack Chen
7981,leng7 ke kok sit8,lēng ke kok si̍t,ling7 ke kok sit8,līng ke kok si̍t,另家各食,分門立戶,Chenwujack Chen
7982,at bi2-ko,at bí-ko,at bi2-ko,at bí-ko,遏米糕,分紅,Chenwujack Chen
7983,leng7 ke kok sit8,lēng ke kok si̍t,ling7 ke kok sit8,līng ke kok si̍t,另家各食,分家,Chenwujack Chen
7984,leng7 ke kok sit8,lēng ke kok si̍t,ling7 ke kok sit8,līng ke kok si̍t,另家各食,分財各居,Chenwujack Chen
7985,lih8 heng san3 kah,li̍h heng sàn kah,lih8 hing san3 kah,li̍h hing sàn kah,裂胸散甲,分崩離析,Chenwujack Chen
7986,lih8 long5 san3 kah,li̍h lông sàn kah,lih8 long5 san3 kah,li̍h lông sàn kah,裂囊散甲,分崩離析,Chenwujack Chen
7987,chit8 si chit8 li5 to bo5-chha,chi̍t si chi̍t lî to bô-chha,tsit8 si tsit8 li5 to bo5-tsha,tsi̍t si tsi̍t lî to bô-tsha,一絲一厘都無差,分毫不差,Chenwujack Chen
7988,chap8-ji7 tiam2 kong3 chap8-ji7 e7,cha̍p-jī tiám kòng cha̍p-jī ē,tsap8-ji7 tiam2 kong3 tsap8-ji7 e7,tsa̍p-jī tiám kòng tsa̍p-jī ē,十二點摃十二下,分毫不差,Chenwujack Chen
7989,chit8-lang5 kiann5 chit8-loo7,chi̍t-lâng kiâⁿ chi̍t-lō͘,tsit8-lang5 kiann5 tsit8-loo7,tsi̍t-lâng kiânn tsi̍t-lōo,一人行一路,分道揚鑣,Chenwujack Chen
7990,kok-lang5 kiann5 kok loo7,kok-lâng kiâⁿ kok lō͘,kok-lang5 kiann5 kok loo7,kok-lâng kiânn kok lōo,各人行各路,分道揚鑣,Chenwujack Chen
7991,to-chhui3,to-chhùi,to-tshui3,to-tshuì,刀喙,切口,Chenwujack Chen
7992,su3-thin7,sù-thīn,su3-thin7,sù-thīn,四媵,勻稱,Chenwujack Chen
7993,siann5,siâⁿ,siann5,siânn,唌,勾引,Chenwujack Chen
7994,chhoa7-phainn2,chhōa-pháiⁿ,tshua7-phainn2,tshuā-pháinn,𤆬歹,勾引,Chenwujack Chen
7995,keng-kah-thau5 sio-moa,keng-kah-thâu sio-moa,king-kah-thau5 sio-mua,king-kah-thâu sio-mua,肩胛頭相幔,勾肩搭背,Chenwujack Chen
7996,sio-phoah8-keng,sio-phoa̍h-keng,sio-phuah8-king,sio-phua̍h-king,相旆肩,勾肩搭背,Chenwujack Chen
7997,phah-thong-thau3,phah-thong-thàu,phah-thong-thau3,phah-thong-thàu,拍通透,勾結,Chenwujack Chen
7998,phah-thong-tho3,phah-thong-thò,phah-thong-tho3,phah-thong-thò,拍通套,勾結,Chenwujack Chen
7999,sinn3-thau5 phah-lang5 be7 thiann3  cheng5-i3 put-kai,sìⁿ-thâu phah-lâng bē thiàⁿ  chêng-ì put-kai,sinn3-thau5 phah-lang5 be7 thiann3  tsing5-i3 put-kai,sìnn-thâu phah-lâng bē thiànn  tsîng-ì put-kai,扇頭拍人袂疼  情意不該,勿以惡小而為之,Chenwujack Chen
8000,mi-mi-mauh-mauh,mi-mi-mauh-mauh,mi-mi-mauh-mauh,mi-mi-mauh-mauh,糜糜卯卯,勼成一團,Chenwujack Chen
8001,oan-ke pian3 chhin-ke,oan-ke piàn chhin-ke,uan-ke pian3 tshin-ke,uan-ke piàn tshin-ke,冤家變親家,化干戈為玉帛,Chenwujack Chen
8002,chng-thann7,chng-thāⁿ,tsng-thann7,tsng-thānn,妝娗,化妝,Chenwujack Chen
8003,oo-iu2 khi3-ah,o͘-iú khì-ah,oo-iu2 khi3-ah,oo-iú khì-ah,烏有去矣,化為泡影,Chenwujack Chen
8004,teh-tham5,teh-thâm,teh-tham5,teh-thâm,硩痰,化痰,Chenwujack Chen
8005,oan-ke pian3 chhin-ke,oan-ke piàn chhin-ke,uan-ke pian3 tshin-ke,uan-ke piàn tshin-ke,冤家變親家,化敵為友,Chenwujack Chen
8006,phah-soann3,phah-sòaⁿ,phah-suann3,phah-suànn,拍散,化整為零,Chenwujack Chen
8007,un7-lang5,ūn-lâng,un7-lang5,ūn-lâng,ūn膿,化膿,Chenwujack Chen
8008,puh-lang5,puh-lâng,puh-lang5,puh-lâng,發膿,化膿,Chenwujack Chen
8009,phah-hoan5-tong7,phah-hoân-tōng,phah-huan5-tong7,phah-huân-tōng,拍還動,化膿,Chenwujack Chen
8010,lak-lang5,lak-lâng,lak-lang5,lak-lâng,橐膿,化膿,Chenwujack Chen
8011,phit hu chi iong2,phit hu chi ióng,phit hu tsi iong2,phit hu tsi ióng,匹夫之勇,匹夫之勇,Chenwujack Chen
8012,si3-thin7,sì-thīn,si3-thin7,sì-thīn,四伨,匹配,Chenwujack Chen
8013,sio-thin7,sio-thīn,sio-thin7,sio-thīn,相伨,匹配,Chenwujack Chen
8014,sio2-khoa2 lang5-a2,sió-khóa lâng-á,sio2-khua2 lang5-a2,sió-khuá lâng-á,小可人仔,升斗小民,Chenwujack Chen
8015,chheng3-koan5,chhèng-koân,tshing3-kuan5,tshìng-kuân,衝懸,升高,Chenwujack Chen
8016,hoan2-chhui3,hoán-chhùi,huan2-tshui3,huán-tshuì,反喙,反口,Chenwujack Chen
8017,i5-hoan2-i5-hok,î-hoán-î-hok,i5-huan2-i5-hok,î-huán-î-hok,移反移覆,反反覆覆,Chenwujack Chen
8018,hoan2-khi2-hoan2-to2,hoán-khí-hoán-tó,huan2-khi2-huan2-to2,huán-khí-huán-tó,反起反倒,反反覆覆,Chenwujack Chen
8019,khi2-khi2-to2-to2,khí-khí-tó-tó,khi2-khi2-to2-to2,khí-khí-tó-tó,起起倒倒,反反覆覆,Chenwujack Chen
8020,am3-thau5-a2 chiah8 si-koe  poann3-me5-a2 hoan2-cheng3,àm-thâu-á chia̍h si-koe  pòaⁿ-mê-á hoán-chèng,am3-thau5-a2 tsiah8 si-kue  puann3-me5-a2 huan2-tsing3,àm-thâu-á tsia̍h si-kue  puànn-mê-á huán-tsìng,暗頭仔食西瓜  半暝仔反症,反反覆覆,Chenwujack Chen
8021,hoan-lai5-hoan-khi3,hoan-lâi-hoan-khì,huan-lai5-huan-khi3,huan-lâi-huan-khì,翻來翻去,反反覆覆,Chenwujack Chen
8022,tuinn2-khi2-tuinn2-to2,túiⁿ-khí-túiⁿ-tó,tuinn2-khi2-tuinn2-to2,tuínn-khí-tuínn-tó,轉去轉倒,反反覆覆,Chenwujack Chen
8023,peng2 kau2-a2 peng5,péng káu-á pêng,ping2 kau2-a2 ping5,píng káu-á pîng,反狗仔爿,反犬旁,Chenwujack Chen
8024,bak8-sat chiah8-kheh,ba̍k-sat chia̍h-kheh,bak8-sat tsiah8-kheh,ba̍k-sat tsia̍h-kheh,木蝨食客,反主為客,Chenwujack Chen
8025,tak-khe5,tak-khê,tak-khe5,tak-khê,觸㧎,反目,Chenwujack Chen
8026,khi3-to3 phah/khu3-to3 phah,khì-tò phah/khù-tò phah,khi3-to3 phah/khu3-to3 phah,khì-tò phah/khù-tò phah,去倒拍,反而,Chenwujack Chen
8027,khi3-to3-bai2,khì-tò-bái,khi3-to3-bai2,khì-tò-bái,去倒䆀,反而糟糕,Chenwujack Chen
8028,tian-to2-bai2,tian-tó-bái,tian-to2-bai2,tian-tó-bái,顛倒䆀,反而糟糕,Chenwujack Chen
8029,tian-to3-thau5-senn,tian-tò-thâu-seⁿ,tian-to3-thau5-senn,tian-tò-thâu-senn,顛倒頭生,反其道而行,Chenwujack Chen
8030,sai2 to3-thau5-thui5,sái tò-thâu-thûi,sai2 to3-thau5-thui5,sái tò-thâu-thuî,使倒頭槌,反咬一口,Chenwujack Chen
8031,sai2 to3-thoa-to,sái tò-thoa-to,sai2 to3-thua-to,sái tò-thua-to,使倒拖刀,反咬一口,Chenwujack Chen
8032,bat8-sat chiah8-kheh,ba̍t-sat chia̍h-kheh,bat8-sat tsiah8-kheh,ba̍t-sat tsia̍h-kheh,木蝨食客,反客為主,Chenwujack Chen
8033,khit-chiah8 koann2 bio7-kong,khit-chia̍h kóaⁿ biō-kong,khit-tsiah8 kuann2 bio7-kong,khit-tsia̍h kuánn biō-kong,乞食趕廟公,反客為主,Chenwujack Chen
8034,siunn7 to3-tuinn2 lai5,siūⁿ tò-túiⁿ lâi,siunn7 to3-tuinn2 lai5,siūnn tò-tuínn lâi,想倒轉來,反省,Chenwujack Chen
8035,khit-chiah8 giah8 bang2-sut-a2  ke2-sian,khit-chia̍h gia̍h báng-sut-á  ké-sian,khit-tsiah8 giah8 bang2-sut-a2  ke2-sian,khit-tsia̍h gia̍h báng-sut-á  ké-sian,乞食攑蠓捽仔  假仙,反穿皮襖  裝羊,Chenwujack Chen
8036,phah chhiah-suinn eh,phah chhiah-suiⁿ eh,phah tshiah-suinn eh,phah tshiah-suinn eh,拍刺酸呃,反胃,Chenwujack Chen
8037,tui3-chhui3 ge2-se2,tùi-chhùi gé-sé,tui3-tshui3 ge2-se2,tuì-tshuì gé-sé,對喙㤉洗,反唇相譏,Chenwujack Chen
8038,pa-lun5 poo7-chhau2,pa-lûn pō͘-chháu,pa-lun5 poo7-tshau2,pa-lûn pōo-tsháu,巴圇哺草,反芻,Chenwujack Chen
8039,giah8-thau5 khoann3-thinn,gia̍h-thâu khòaⁿ-thiⁿ,giah8-thau5 khuann3-thinn,gia̍h-thâu khuànn-thinn,攑頭看天,反躬自省,Chenwujack Chen
8040,to3-tuinn2 mui7 ka-ti7,tò-túiⁿ mūi ka-tī,to3-tuinn2 mui7 ka-ti7,tò-tuínn muī ka-tī,倒轉問家己,反躬自問,Chenwujack Chen
8041,sai2 to3-thau5-thui5,sái tò-thâu-thûi,sai2 to3-thau5-thui5,sái tò-thâu-thuî,使倒頭槌,反將一軍,Chenwujack Chen
8043,khit-chiah8 tuinn2-chhu3  to3-iann5,khit-chia̍h túiⁿ-chhù  tò-iâⁿ,khit-tsiah8 tuinn2-tshu3  to3-iann5,khit-tsia̍h tuínn-tshù  tò-iânn,乞食轉厝  倒營,反敗為勝,Chenwujack Chen
8044,toh-teng2 ni-kam,toh-téng ni-kam,toh-ting2 ni-kam,toh-tíng ni-kam,桌頂拈柑,反掌折枝,Chenwujack Chen
8045,i2-kui2-chiu7-kui2,í-kúi-chiū-kúi,i2-kui2-tsiu7-kui2,í-kuí-tsiū-kuí,以鬼就鬼,反間,Chenwujack Chen
8046,sai2 to3-thau5-thui5,sái tò-thâu-thûi,sai2 to3-thau5-thui5,sái tò-thâu-thuî,使倒頭槌,反間,Chenwujack Chen
8047,ge5-lan7,gê-lān,ge5-lan7,gê-lān,㤉𡳞,反感,Chenwujack Chen
8048,tuh8-lan7,tu̍h-lān,tuh8-lan7,tu̍h-lān,揬𡳞,反感,Chenwujack Chen
8049,tui3-keh8,tùi-ke̍h,tui3-keh8,tuì-ke̍h,對逆,反對,Chenwujack Chen
8050,gia5 nge7-ko,giâ ngē-ko,gia5 nge7-ko,giâ ngē-ko,夯硬篙,反對到底,Chenwujack Chen
8051,poe2-chhui3,póe-chhùi,pue2-tshui3,pué-tshuì,掰喙,反駁,Chenwujack Chen
8052,khiau3-chhui3-a2,khiàu-chhùi-á,khiau3-tshui3-a2,khiàu-tshuì-á,翹喙仔,反嘴鴴,Chenwujack Chen
8053,gong7-so5,gōng-sô,gong7-so5,gōng-sô,戇趖,反應遲鈍,Chenwujack Chen
8054,ni5-thau5 chiah8 kiam5-chhai3  ni5-boe2 chiah8 tuinn2 sau3,nî-thâu chia̍h kiâm-chhài  nî-bóe chia̍h túiⁿ sàu,ni5-thau5 tsiah8 kiam5-tshai3  ni5-bue2 tsiah8 tuinn2 sau3,nî-thâu tsia̍h kiâm-tshài  nî-bué tsia̍h tuínn sàu,年頭食鹹菜  年尾才轉嗽,反應遲鈍,Chenwujack Chen
8055,so5-kha-so5-chhiu2,sô-kha-sô-chhiú,so5-kha-so5-tshiu2,sô-kha-sô-tshiú,趖跤趖手,反應遲鈍,Chenwujack Chen
8056,so5-so5-a7,sô-sô-ā,so5-so5-a7,sô-sô-ā,趖趖也,反應遲鈍,Chenwujack Chen
8057,chap8-ji7-goeh8 chiah8 chhai3-thau5  lak8-goeh8 chiah tuinn2-sau3,cha̍p-jī-goe̍h chia̍h chhài-thâu  la̍k-goe̍h chiah túiⁿ-sàu,tsap8-ji7-gueh8 tsiah8 tshai3-thau5  lak8-gueh8 tsiah tuinn2-sau3,tsa̍p-jī-gue̍h tsia̍h tshài-thâu  la̍k-gue̍h tsiah tuínn-sàu,十二月食菜頭  六月才轉嗽,反應遲鈍,Chenwujack Chen
8058,sai2 to3-thau5-thui5,sái tò-thâu-thûi,sai2 to3-thau5-thui5,sái tò-thâu-thuî,使倒頭槌,反擊,Chenwujack Chen
8059,i5-hoan2-i5-hok,î-hoán-î-hok,i5-huan2-i5-hok,î-huán-î-hok,移反移覆,反覆無常,Chenwujack Chen
8060,peng2-oo-peng2-peh8,péng-o͘-péng-pe̍h,ping2-oo-ping2-peh8,píng-oo-píng-pe̍h,反烏反白,反覆無常,Chenwujack Chen
8061,hoan2-khi2-hoan2-to2,hoán-khí-hoán-tó,huan2-khi2-huan2-to2,huán-khí-huán-tó,反起反倒,反覆無常,Chenwujack Chen
8062,khi2-khi2-to2-to2,khí-khí-tó-tó,khi2-khi2-to2-to2,khí-khí-tó-tó,起起倒倒,反覆無常,Chenwujack Chen
8063,chit8-e5 chhui3 na2 ke-bo2 kha-chhuinn,chi̍t-ê chhùi ná ke-bó kha-chhuiⁿ,tsit8-e5 tshui3 na2 ke-bo2 kha-tshuinn,tsi̍t-ê tshuì ná ke-bó kha-tshuinn,一个喙若雞母尻川,反覆無常,Chenwujack Chen
8064,tuinn2 khi2 tuinn2 to2,túiⁿ khí túiⁿ tó,tuinn2 khi2 tuinn2 to2,tuínn khí tuínn tó,轉起轉倒,反覆無常,Chenwujack Chen
8065,bak8-chat8-a2,ba̍k-cha̍t-á,bak8-tsat8-a2,ba̍k-tsa̍t-á,墨賊仔,天九牌,Chenwujack Chen
8066,thian-ha7 tai7-loan7,thian-hā tāi-loān,thian-ha7 tai7-luan7,thian-hā tāi-luān,天下大亂,天下大亂,Chenwujack Chen
8067,chiah8-lang5 chit8-khau2  heng5-lang5 chit8-tau2,chia̍h-lâng chi̍t-kháu  hêng-lâng chi̍t-táu,tsiah8-lang5 tsit8-khau2  hing5-lang5 tsit8-tau2,tsia̍h-lâng tsi̍t-kháu  hîng-lâng tsi̍t-táu,食人一口  還人一斗,天下沒有白吃的午餐,Chenwujack Chen
8068,cho3-thinn ia7-be7 teng3 cheng3-lang5 i3,chò-thiⁿ iā-bē tèng chèng-lâng ì,tso3-thinn ia7-be7 ting3 tsing3-lang5 i3,tsò-thinn iā-bē tìng tsìng-lâng ì,做天也袂中眾人意,天下事難盡如人意,Chenwujack Chen
8069,liong5-sim e5 iau2-boe7 chhut-si3,liông-sim ê iáu-bōe chhut-sì,liong5-sim e5 iau2-bue7 tshut-si3,liông-sim ê iáu-buē tshut-sì,良心个猶未出世,天下烏鴉一般黑,Chenwujack Chen
8070,kha-te2 phoe5 peng2 khi2-lai5 penn5-penn5 oo,kha-té phôe péng khí-lâi pêⁿ-pêⁿ o͘,kha-te2 phue5 ping2 khi2-lai5 penn5-penn5 oo,kha-té phuê píng khí-lâi pênn-pênn oo,跤底皮反起來平平烏,天下烏鴉一般黑,Chenwujack Chen
8071,phinn7-khang ng3 loh8 bo5 chit8-e5 ho2-lang5,phīⁿ-khang ǹg lo̍h bô chi̍t-ê hó-lâng,phinn7-khang ng3 loh8 bo5 tsit8-e5 ho2-lang5,phīnn-khang ǹg lo̍h bô tsi̍t-ê hó-lâng,鼻空向落  無一个好人,天下烏鴉一般黑,Chenwujack Chen
8072,hong5-te3 kha-tau,hông-tè kha-tau,hong5-te3 kha-tau,hông-tè kha-tau,皇帝跤兜,天子腳下,Chenwujack Chen
8073,m7-kiann sin5 m7-kiann kui2,m̄-kiaⁿ sîn m̄-kiaⁿ kúi,m7-kiann sin5 m7-kiann kui2,m̄-kiann sîn m̄-kiann kuí,毋驚神 毋驚鬼,天不怕 地不怕,Chenwujack Chen
8074,m7-kiann thinn  m7-kiann te7,m̄-kiaⁿ thiⁿ  m̄-kiaⁿ tē,m7-kiann thinn  m7-kiann te7,m̄-kiann thinn  m̄-kiann tē,毋驚天 毋驚 地,天不怕 地不怕,Chenwujack Chen
8075,sin-tng5 mia7-te2,sin-tn̂g miā-té,sin-tng5 mia7-te2,sin-tn̂g miā-té,身長命短,天不假年,Chenwujack Chen
8076,sinn-tng5-mia7-te2,siⁿ-tn̂g-miā-té,sinn-tng5-mia7-te2,sinn-tn̂g-miā-té,生長命短,天不假年,Chenwujack Chen
8077,thinn put-chiong5 lang5-goan7,thiⁿ put-chiông lâng-goān,thinn put-tsiong5 lang5-guan7,thinn put-tsiông lâng-guān,天不從人願,天不從人願,Chenwujack Chen
8078,lang5 gau5  thinn teh cho3 tui3-thau5,lâng gâu  thiⁿ teh chò tùi-thâu,lang5 gau5  thinn teh tso3 tui3-thau5,lâng gâu  thinn teh tsò tuì-thâu,人𠢕  天咧做對頭,天不從人願,Chenwujack Chen
8079,thinn-kong -a2 kiann2,thiⁿ-kong -á kiáⁿ,thinn-kong -a2 kiann2,thinn-kong -á kiánn,天公仔囝,天之驕子,Chenwujack Chen
8080,thinn-kong bo5 toa3 tioh8,thiⁿ-kong bô tòa tio̍h,thinn-kong bo5 tua3 tioh8,thinn-kong bô tuà tio̍h,天公無帶著,天公不作美,Chenwujack Chen
8081,thian kong te7 to7,thian kong tē tō,thian kong te7 to7,thian kong tē tō,天公地道,天公地道,Chenwujack Chen
8082,khah kong-to7 koh hut8-a2,khah kong-tō koh hu̍t-á,khah kong-to7 koh hut8-a2,khah kong-tō koh hu̍t-á,較公道閣佛仔,天公地道,Chenwujack Chen
8083,thinn-kong toa3-tioh8,thiⁿ-kong tòa-tio̍h,thinn-kong tua3-tioh8,thinn-kong tuà-tio̍h,天公帶著,天公作美,Chenwujack Chen
8084,thinn-kong u7 toa3-tioh8,thiⁿ-kong ū tòa-tio̍h,thinn-kong u7 tua3-tioh8,thinn-kong ū tuà-tio̍h,天公有帶著,天公作美,Chenwujack Chen
8085,tak8-kang,ta̍k-kang,tak8-kang,ta̍k-kang,逐工,天天,Chenwujack Chen
8086,thian-chu2 ban7-ni5,thian-chú bān-nî,thian-tsu2 ban7-ni5,thian-tsú bān-nî,天子萬年,天天過年,Chenwujack Chen
8087,thian-kiat,thian-kiat,thian-kiat,thian-kiat,天kiat,天方夜譚,Chenwujack Chen
8088,kong2 chap8-sann thinn-goa7,kóng cha̍p-saⁿ thiⁿ-gōa,kong2 tsap8-sann thinn-gua7,kóng tsa̍p-sann thinn-guā,講十三天外,天方夜譚,Chenwujack Chen
8089,kong2 sann-chap8-sann thinn-goa7,kóng saⁿ-cha̍p-saⁿ thiⁿ-gōa,kong2 sann-tsap8-sann thinn-gua7,kóng sann-tsa̍p-sann thinn-guā,講三十三天外,天方夜譚,Chenwujack Chen
8090,gu5-kak-oainn5,gû-kak-oâiⁿ,gu5-kak-uainn5,gû-kak-uâinn,牛角𨂿,天牛,Chenwujack Chen
8091,gu5-kang2 oainn5,gû-káng oâiⁿ,gu5-kang2 uainn5,gû-káng uâinn,牛犅𨂿,天牛,Chenwujack Chen
8092,choo2-kong thai3-ma2,chó͘-kong thài-má,tsoo2-kong thai3-ma2,tsóo-kong thài-má,祖公太媽,天王老子,Chenwujack Chen
8093,choo2-kong choo2-ma2,chó͘-kong chó͘-má,tsoo2-kong tsoo2-ma2,tsóo-kong tsóo-má,祖公祖媽,天王老子,Chenwujack Chen
8094,se3-pun2 gu5-leng pong5,sè-pún gû-leng pông,se3-pun2 gu5-ling pong5,sè-pún gû-ling pông,細本牛奶旁,天仙果,Chenwujack Chen
8095,lui5-kong tiam2-sim,lûi-kong tiám-sim,lui5-kong tiam2-sim,luî-kong tiám-sim,雷公點心,天打雷霹的,Chenwujack Chen
8096,ke be7 thi5  kau2 be7 pui7,ke bē thî  káu bē pūi,ke be7 thi5  kau2 be7 pui7,ke bē thî  káu bē puī,雞未啼  狗未吠,天未亮,Chenwujack Chen
8097,thian-seng chu7-jian5,thian-seng chū-jiân,thian-sing tsu7-jian5,thian-sing tsū-jiân,天生自然,天生,Chenwujack Chen
8098,pe7-bo2 senn-chiann5,pē-bó seⁿ-chiâⁿ,pe7-bo2 senn-tsiann5,pē-bó senn-tsiânn,爸母生成,天生,Chenwujack Chen
8099,thinn-cho3-thinn-chhiann5,thiⁿ-chò-thiⁿ-chhiâⁿ,thinn-tso3-thinn-tshiann5,thinn-tsò-thinn-tshiânn,天做天晟,天生地養,Chenwujack Chen
8100,kam-chho2 chu7-lai5 tinn  ng5-ni5  chiau3-ku7 khoo2,kam-chhó chū-lâi tiⁿ  n̂g-nî  chiàu-kū khó͘,kam-tsho2 tsu7-lai5 tinn  ng5-ni5  tsiau3-ku7 khoo2,kam-tshó tsū-lâi tinn  n̂g-nî  tsiàu-kū khóo,甘草自來甜  黃連照舊苦,天生自然,Chenwujack Chen
8101,lam2-lam2-be2 ma7-u7 chit8-poo7 that,lám-lám-bé mā-ū chi̍t-pō͘ that,lam2-lam2-be2 ma7-u7 tsit8-poo7 that,lám-lám-bé mā-ū tsi̍t-pōo that,荏荏馬嘛有一步踢,天生我材必有用,Chenwujack Chen
8102,loh8-thoo5 si5 peh-ji7  mia7,lo̍h-thô͘ sî peh-jī  miā,loh8-thoo5 si5 peh-ji7  mia7,lo̍h-thôo sî peh-jī  miā,落塗時 八字命,天生註定,Chenwujack Chen
8103,thinn to oo chit8-peng5,thiⁿ to o͘ chi̍t-pêng,thinn to oo tsit8-ping5,thinn to oo tsi̍t-pîng,天都烏一爿,天地同悲,Chenwujack Chen
8104,thinn beh-pian3  chit8 si5-kan,thiⁿ beh-piàn  chi̍t sî-kan,thinn beh-pian3  tsit8 si5-kan,thinn beh-piàn  tsi̍t sî-kan,天欲變 一時間,天有不測風雲  人有旦夕禍福,Chenwujack Chen
8105,chhau2-a2 ki e7 kenn-to2 lang5,chháu-á ki ē keⁿ-tó lâng,tshau2-a2 ki e7 kenn-to2 lang5,tsháu-á ki ē kenn-tó lâng,草仔枝會經倒人,天有不測風雲  人有旦夕禍福,Chenwujack Chen
8106,be2 si3-kha  ma7-e7 tioh8-chit,bé sì-kha  mā-ē tio̍h-chit,be2 si3-kha  ma7-e7 tioh8-tsit,bé sì-kha  mā-ē tio̍h-tsit,馬四跤嘛會著tsit,天有不測風雲  人有旦夕禍福,Chenwujack Chen
8107,Tang-Lam-Sai-Pak,Tang-Lam-Sai-Pak,Tang-Lam-Sai-Pak,Tang-Lam-Sai-Pak,東南西北,東南西北,匿名
8108,thian-chai jin5-eh,thian-chai jîn-eh,thian-tsai jin5-eh,thian-tsai jîn-eh,天災人厄,天災人禍,Chenwujack Chen
8109,to peng chui2-hoe2 kiap,to peng chúi-hóe kiap,to ping tsui2-hue2 kiap,to ping tsuí-hué kiap,刀兵水火劫,天災人禍,Chenwujack Chen
8110,thian-chai jin5-ho7,thian-chai jîn-hō,thian-tsai jin5-ho7,thian-tsai jîn-hō,天災人禍,天災人禍,Chenwujack Chen
8111,thian-su2,thian-sú,thian-su2,thian-sú,天使,天使,Chenwujack Chen
8112,mia7 tai3 kut  sian-to khek be7 lut,miā tài kut  sian-to khek bē lut,mia7 tai3 kut  sian-to khik be7 lut,miā tài kut  sian-to khik bē lut,命帶骨  仙刀刻袂甪,天命不可違,Chenwujack Chen
8113,lang5-gau5  m7-tat8 thinn teh cho3 tui3-thau5,lâng-gâu  m̄-ta̍t thiⁿ teh chò tùi-thâu,lang5-gau5  m7-tat8 thinn teh tso3 tui3-thau5,lâng-gâu  m̄-ta̍t thinn teh tsò tuì-thâu,人𠢕  毋值天咧做對頭,天命不可違,Chenwujack Chen
8114,thinn-kuinn,thiⁿ-kuiⁿ,thinn-kuinn,thinn-kuinn,天光,天明,Chenwujack Chen
8115,oo-hun5 sit-am3,o͘-hûn sit-àm,oo-hun5 sit-am3,oo-hûn sit-àm,烏雲失暗,天昏地暗,Chenwujack Chen
8116,thinn-oo te7-am3,thiⁿ-o͘ tē-àm,thinn-oo te7-am3,thinn-oo tē-àm,天烏地暗,天昏地暗,Chenwujack Chen
8117,phah-thih-po5,phah-thih-pô,phah-thih-po5,phah-thih-pô,拍鐵婆,天狗鯛,Chenwujack Chen
