"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HanLoTaibunPoj","HanLoTaibunKip","HoaBun","DataProvidedBy"
"16121","chéⁿ-té chúi-ke","chenn2-te2 chui2-ke","tsénn-té tsuí-ke","tsenn2-te2 tsui2-ke","井底水雞","井底水雞","井底之蛙","匿名"
"16122","chhit-thô","chhit-tho5","tshit-thô","tshit-tho5","𨑨迌","𨑨迌","𨑨迌","匿名"
"16123","gām-chîm-tán-hāu","gam7-chim5-tan2-hau7","gām-tsîm-tán-hāu","gam7-tsim5-tan2-hau7","儑蟳等鱟","儑蟳等鱟","守株待兔","匿名"
"16124","phòa-pêng","phoa3-peng5","phuà-pîng","phua3-ping5","破爿","破爿","剖半","匿名"
"16125","hāu-phiáⁿ-á","hau7-phiann2-a2","hāu-phiánn-á","hau7-phiann2-a2","鱟鉼仔","鱟鉼仔","瓦片","匿名"
"16126","chhiám-to","chhiam2-to","tshiám-to","tshiam2-to","攕刀","攕刀","尖刀","匿名"
"16127","hāu-bóe-to/hāu-bé-to","hau7-boe2-to/hau7-be2-to","hāu-bué-to/hāu-bé-to","hau7-bue2-to/hau7-be2-to","鱟尾刀","鱟尾刀","尖刀","匿名"
"16128","chhiám-to","chhiam2-to","tshiám-to","tshiam2-to","攕刀","攕刀","屠刀","匿名"
"16129","hāu-bóe-to/hāu-bé-to","hau7-boe2-to/hau7-be2-to","hāu-bué-to/hāu-bé-to","hau7-bue2-to/hau7-be2-to","鱟尾刀","鱟尾刀","屠刀","匿名"
"16130","toān-siá-lī/toān-siá-lî","toan7-sia2-li7/toan7-sia2-li5","tuān-siá-lī/tuān-siá-lî","tuan7-sia2-li7/tuan7-sia2-li5","斷捨離","斷捨離","斷捨離","匿名"
"16131","tán kah pan-kah háu","tan2 kah pan-kah hau2","tán kah pan-kah háu","tan2 kah pan-kah hau2","等甲斑鴿吼","等甲斑鴿吼","等到天荒地老","匿名"
"16132","saⁿ-cha̍p-tiuⁿ-lê","sann-chap8-tiunn-le5","sann-tsa̍p-tiunn-lê","sann-tsap8-tiunn-le5","三十張犁","三十張犁","三十張犁","匿名"
"16133","than--ê","than--e5","than--ê","than--e5","蟶的","蟶的","假的","匿名"
"16134","than--ni","than--ni","than--ni","than--ni","蟶呢","蟶呢","假的","匿名"
"16135","Jī-chat Thiàu-tōng","Ji7-chat Thiau3-tong7","Jī-tsat Thiàu-tōng","Ji7-tsat Thiau3-tong7","字節跳動","字節跳動","字節跳動","匿名"
"16136","tēng-thé","teng7-the2","tēng-thé","teng7-the2","𠕇體","𠕇體","硬體","匿名"
"16137","hî-koe̍h","hi5-koeh8","hî-kue̍h","hi5-kueh8","魚橛","魚橛","曼波魚","匿名"
"16138","po̍h-khak-á","poh8-khak-a2","po̍h-khak-á","poh8-khak-a2","薄殼仔","薄殼仔","曼波魚","匿名"
"16139","cha̍h-tô͘","chah8-too5","tsa̍h-tôo","tsah8-too5","閘圖","閘圖","截圖","匿名"
"16140","kha-sau","kha-sau","kha-sau","kha-sau","跤梢","跤梢","笨拙","匿名"
"16141","kiat-le","kiat-le","kiat-le","kiat-le","蛣蛚","蛣蛚","知了","匿名"
"16142","teng-á-bé","teng-a2-be2","ting-á-bé","ting-a2-be2","釘仔馬","釘仔馬","獨角獸","匿名"
"16143","chhōa-lō͘-káu","chhoa7-loo7-kau2","tshuā-lōo-káu","tshua7-loo7-kau2","𤆬路狗","𤆬路狗","導盲犬","匿名"
"16144","tāi-koán-khián","tai7-koan2-khian2","tāi-kuán-khián","tai7-kuan2-khian2","大館犬","大館犬","秋田犬","匿名"
"16145","sai-kong-á-siūⁿ-poe","sai-kong-a2-siunn7-poe","sai-kong-á-siūnn-pue","sai-kong-a2-siunn7-pue","司公仔象桮","司公仔象桮","形影不離","匿名"
"16146","sai-kong-á-siūⁿ-poe kat sio-liâm","sai-kong-a2-siunn7-poe kat sio-liam5","sai-kong-á-siūnn-pue kat sio-liâm","sai-kong-a2-siunn7-pue kat sio-liam5","司公象桮結相黏","司公象桮結相黏","形影不離","匿名"
"16147","khò͘-tòa kat sio-liâm","khoo3-toa3 kat sio-liam5","khòo-tuà kat sio-liâm","khoo3-tua3 kat sio-liam5","褲帶結相黏","褲帶結相黏","形影不離","匿名"
"16148","tâng-ki-toh-thâu","tang5-ki-toh-thau5","tâng-ki-toh-thâu","tang5-ki-toh-thau5","童乩桌頭","童乩桌頭","形影不離","匿名"
"16149","soat-chhia-khián","soat-chhia-khian2","suat-tshia-khián","suat-tshia-khian2","雪車犬","雪車犬","哈士奇","匿名"
"16150","tōa-chi̍h koh hèng thi̍h","toa7-chih8 koh heng3 thih8","tuā-tsi̍h koh hìng thi̍h","tua7-tsih8 koh hing3 thih8","大舌閣興喋","大舌閣興喋","自曝其短","匿名"
"16151","àu-kam pho͘ láng-bīn","au3-kam phoo lang2-bin7","àu-kam phoo láng-bīn","au3-kam phoo lang2-bin7","漚柑鋪籠面","漚柑鋪籠面","自曝其短","匿名"
"16152","án-ne-khoán/án-ni-khoán","an2-ne-khoan2/an2-ni-khoan2","án-ne-khuán/án-ni-khuán","an2-ne-khuan2/an2-ni-khuan2","按呢款","按呢款","這樣子","匿名"
"16153","choe̍h-tô͘/che̍h-tô͘/cho̤̍̍e-tô͘","choeh8-too5/cheh8-too5/chore8-too5","tsue̍h-tôo/tse̍h-tôo/tse̍re-tôo","tsueh8-too5/tseh8-too5/tsere8-too5","截圖","截圖","截圖","匿名"
"16154","choe̍h/che̍h/cho̤̍̍e","choeh8/cheh8/chore8","tsue̍h/tse̍h/tse̍re","tsueh8/tseh8/tsere8","截","截","截取","匿名"
"16155","tiah-tha̍k","tiah-thak8","tiah-tha̍k","tiah-thak8","摘讀","摘讀","選讀","匿名"
"16156","sio-tú-thâu/saⁿ-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","sio-tú-thâu/sann-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","相拄頭","相拄頭","相遇","匿名"
"16157","sio-tú-thâu/saⁿ-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","sio-tú-thâu/sann-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","相拄頭","相拄頭","相連","匿名"
"16158","sio-tú-thâu/saⁿ-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","sio-tú-thâu/sann-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","相拄頭","相拄頭","相接","匿名"
"16159","sio-tú-thâu/saⁿ-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","sio-tú-thâu/sann-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","相拄頭","相拄頭","毗鄰","匿名"
"16160","sio-tú-thâu/saⁿ-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","sio-tú-thâu/sann-tú-thâu","sio-tu2-thau5/sann-tu2-thau5","相拄頭","相拄頭","鄰接","匿名"
"16161","phah-jī/phah-lī","phah-ji7/phah-li7","phah-jī/phah-lī","phah-ji7/phah-li7","拍餌","拍餌","打餌","匿名"
"16162","siâⁿ-khang","siann5-khang","siânn-khang","siann5-khang","城空","城空","城門","匿名"
"16163","lā-ti-sái","la7-ti-sai2","lā-ti-sái","la7-ti-sai2","抐豬屎","抐豬屎","打屁亂聊","匿名"
"16164","lā-sái","la7-sai2","lā-sái","la7-sai2","抐屎","抐屎","打屁亂聊","匿名"
"16165","lā-sái","la7-sai2","lā-sái","la7-sai2","抐屎","抐屎","喇賽","匿名"
"16166","jī-pôaⁿ","ji7-poann5","jī-puânn","ji7-puann5","字盤","字盤","鍵盤","匿名"
"16167","siâm-chē","siam5-che7","siâm-tsē","siam5-tse7","禪坐","禪坐","禪坐","匿名"
"16168","sîn-bêng óa-kà","sin5-beng5 oa2-ka3","sîn-bîng uá-kà","sin5-bing5 ua2-ka3","神明倚駕","神明倚駕","神明附體","匿名"
"16169","thiap-chhìn-thâu","thiap-chhin3-thau5","thiap-tshìn-thâu","thiap-tshin3-thau5","貼秤頭","貼秤頭","添秤頭","匿名"
"16170","cheng-chhúi/cheng-súi","cheng-chhui2/cheng-sui2","tsing-tshuí/tsing-suí","tsing-tshui2/tsing-sui2","精髓","精髓","精髓","匿名"
"16171","po͘-láu","poo-lau2","poo-láu","poo-lau2","埔蛯","埔蛯","蝴蝶","匿名"
"16172","chhiu-sò","chhiu-so3","tshiu-sò","tshiu-so3","秋燥","秋燥","秋燥","匿名"
"16173","chhiu-āu-joa̍h","chhiu-au7-joah8","tshiu-āu-jua̍h","tshiu-au7-juah8","秋後熱","秋後熱","秋後熱","匿名"
"16174","chhì-chhang","chhi3-chhang","tshì-tshang","tshi3-tshang","刺蔥","刺蔥","刺蔥","匿名"
"16175","kui-óaⁿ-phâng","kui-oann2-phang5","kui-uánn-phâng","kui-uann2-phang5","規碗捀","規碗捀","整碗端走","匿名"
"16176","cheng-chhùi","cheng-chhui3","tsing-tshuì","tsing-tshui3","精粹","精粹","精粹","匿名"
"16177","cheng-sùi","cheng-sui3","tsing-sùi","tsing-sui3","精粹","精粹","精粹","匿名"
"16178","cheng-súi","cheng-sui2","tsing-suí","tsing-sui2","精粹","精粹","精粹","匿名"
"16179","thàm-kiô","tham3-kio5","thàm-kiô","tham3-kio5","探橋","探橋","架橋","匿名"
"16180","hî-niá","hi5-nia2","hî-niá","hi5-nia2","魚嶺","魚嶺","背鰭","匿名"
"16181","pôe-sím-chè","poe5-sim2-che3","puê-sím-tsè","pue5-sim2-tse3","陪審制","陪審制","陪審制","匿名"
"16182","chham-sím-chè","chham-sim2-che3","tsham-sím-tsè","tsham-sim2-tse3","參審制","參審制","參審制","匿名"
"16183","tōa-kha-tâng","toa7-kha-tang5","tuā-kha-tâng","tua7-kha-tang5","大跤胴","大跤胴","腳氣病","匿名"
"16184","hàng-pûi","hang3-pui5","hàng-puî","hang3-pui5","肨肥","肨肥","胖嘟嘟","匿名"
"16185","chōng-su","chong7-su","tsōng-su","tsong7-su","狀師","狀師","律師","匿名"
"16186","chheng-im","chheng-im","tshing-im","tshing-im","清音","清音","清音","匿名"
"16187","ē-tàu-tǹg","e7-tau3-tng3","ē-tàu-tǹg","e7-tau3-tng3","下晝頓","下晝頓","午飯","匿名"
"16188","ē-tàu-pn̄g","e7-tau3-png7","ē-tàu-pn̄g","e7-tau3-png7","下晝飯","下晝飯","午飯","匿名"
"16189","ē-tàu-tǹg","e7-tau3-tng3","ē-tàu-tǹg","e7-tau3-tng3","下晝頓","下晝頓","中餐","匿名"
"16190","ē-tàu","e7-tau3","ē-tàu","e7-tau3","下晝","下晝","中午","匿名"
"16191","thí-khui","thi2-khui","thí-khui","thi2-khui","搋開","搋開","張眼","匿名"
"16192","Tiám-á-kháu","Tiam2-a2-khau2","Tiám-á-kháu","Tiam2-a2-khau2","店仔口","店仔口","白河","匿名"
"16193","sî-kio̍k","si5-kiok8","sî-kio̍k","si5-kiok8","時局","時局","情況","匿名"
"16194","kū-iâⁿ","ku7-iann5","kū-iânn","ku7-iann5","舊營","舊營","鹽水","匿名"
"16195","Gō͘-ûi","Goo7-ui5","Gōo-uî","Goo7-ui5","五圍","五圍","五圍","匿名"
"16196","Phò-chú","Pho3-chu2","Phò-tsú","Pho3-tsu2","朴子","朴子","朴子","匿名"
"16197","chiang-kūn","chiang-kun7","tsiang-kūn","tsiang-kun7","將近","將近","將近","匿名"
"16198","tau-bû","tau-bu5","tau-bû","tau-bu5","兜無","兜無","男人專用之房","匿名"
"16199","chiàn-kiā","chian3-kia7","tsiàn-kiā","tsian3-kia7","戰崎","戰崎","上坡","匿名"
"16200","chhù-hiā","chhu3-hia7","tshù-hiā","tshu3-hia7","厝瓦","厝瓦","瓦片","匿名"
"16201","cháu-saⁿ-lia̍h","chau2-sann-liah8","tsáu-sann-lia̍h","tsau2-sann-liah8","走相掠","走相掠","追逐","匿名"
"16202","cháu-sio-chip","chau2-sio-chip","tsáu-sio-tsip","tsau2-sio-tsip","走相逐","走相逐","追逐","匿名"
"16203","koeh-tang-kha/koeh-lang-kha","koeh-tang-kha/koeh-lang-kha","kueh-tang-kha/kueh-lang-kha","kueh-tang-kha/kueh-lang-kha","胳胴跤","胳胴跤","胳肢窩","匿名"
"16204","koh-ē-tâng","koh-e7-tang5","koh-ē-tâng","koh-e7-tang5","胳下胴","胳下胴","胳肢窩","匿名"
"16205","koeh-hīⁿ-khang/koeh-hī-khang","koeh-hinn7-khang/koeh-hi7-khang","kueh-hīnn-khang/kueh-hī-khang","kueh-hinn7-khang/kueh-hi7-khang","胳耳空","胳耳空","胳肢窩","匿名"
"16206","ba̍k-kàng-chhùi-chhàu","bak8-kang3-chhui3-chhau3","ba̍k-kàng-tshuì-tshàu","bak8-kang3-tshui3-tshau3","目降喙臭","目降喙臭","臭臉","匿名"
"16207","báu--sí--ah","bau2--si2--ah","báu--sí--ah","bau2--si2--ah","卯死矣","卯死矣","賺到了","匿名"
"16208","àu-tū-tū","au3-tu7-tu7","àu-tū-tū","au3-tu7-tu7","懊嘟嘟","懊嘟嘟","臭臉","匿名"
"16209","sat-tio̍h","sat-tioh8","sat-tio̍h","sat-tioh8","煞著","煞著","心動","匿名"
"16210","la̍k-kak-sán","lak8-kak-san2","la̍k-kak-sán","lak8-kak-san2","六角散","六角散","降落傘","匿名"
"16211","kī-jîn","ki7-jin5","kī-jîn","ki7-jin5","巨人","巨人","巨人","匿名"
"16212","tō-lí","to7-li2","tō-lí","to7-li2","道理","道理","邏輯","匿名"
"16213","chhoh-kàn-la̍k-kiāu","chhoh-kan3-lak8-kiau7","tshoh-kàn-la̍k-kiāu","tshoh-kan3-lak8-kiau7","肏姦搦撟","肏姦搦撟","辱罵","匿名"
"16214","chhoh-kàn-la̍k-kiāu","chhoh-kan3-lak8-kiau7","tshoh-kàn-la̍k-kiāu","tshoh-kan3-lak8-kiau7","𧮙姦搦撟","𧮙姦搦撟","詈罵","匿名"
"16215","chhoh-kàn-la̍k-kiāu","chhoh-kan3-lak8-kiau7","tshoh-kàn-la̍k-kiāu","tshoh-kan3-lak8-kiau7","𧮙姦搦撟","𧮙姦搦撟","辱罵","匿名"
"16216","chhoh-kàn-la̍k-kiāu","chhoh-kan3-lak8-kiau7","tshoh-kàn-la̍k-kiāu","tshoh-kan3-lak8-kiau7","𧮙姦搦撟","𧮙姦搦撟","罵三字經","匿名"
"16217","chhoh-kàn-la̍k-kiāu","chhoh-kan3-lak8-kiau7","tshoh-kàn-la̍k-kiāu","tshoh-kan3-lak8-kiau7","肏姦搦撟","肏姦搦撟","罵三字經","匿名"
"16218","put-sêng-soàn","put-seng5-soan3","put-sîng-suàn","put-sing5-suan3","不成蒜","不成蒜","不成器","匿名"
"16219","put-sêng-soàn","put-seng5-soan3","put-sîng-suàn","put-sing5-suan3","不成蒜","不成蒜","不成器","匿名"
"16220","kiat-le","kiat-le","kiat-le","kiat-le","蛣蛚","蛣蛚","蟬","匿名"
"16221","chhiⁿ-ki-á","chhinn-ki-a2","tshinn-ki-á","tshinn-ki-a2","青吱仔","青吱仔","蟬","匿名"
"16222","chhiⁿ-ki-á","chhinn-ki-a2","tshinn-ki-á","tshinn-ki-a2","青吱仔","青吱仔","知了","匿名"
"16223","ki-siân","ki-sian5","ki-siân","ki-sian5","吱蟬","吱蟬","蟬","匿名"
"16224","ki-siân","ki-sian5","ki-siân","ki-sian5","吱蟬","吱蟬","知了","匿名"
"16225","ka-chê","ka-che5","ka-tsê","ka-tse5","虼蠐","虼蠐","蟬","匿名"
"16226","ám-po͘-chê-á","am2-poo-che5-a2","ám-poo-tsê-á","am2-poo-tse5-a2","𧌄蜅蠐仔","𧌄蜅蠐仔","蟬","匿名"
"16227","ám-po͘-chê-á","am2-poo-che5-a2","ám-poo-tsê-á","am2-poo-tse5-a2","𧌄蜅蠐仔","𧌄蜅蠐仔","知了","匿名"
"16228","tōa-lē","toa7-le7","tuā-lē","tua7-le7","大蛚","大蛚","蟬","匿名"
"16229","tōa-lē","toa7-le7","tuā-lē","tua7-le7","大蛚","大蛚","知了","匿名"
"16230","ham-ko͘-chhô̤","ham-koo-chhor5","ham-koo-tshêr","ham-koo-tsher5","𧌄蜅蠐","𧌄蜅蠐","蟬","匿名"
"16231","ham-ko͘-chhô̤","ham-koo-chhor5","ham-koo-tshêr","ham-koo-tsher5","𧌄蜅蠐","𧌄蜅蠐","知了","匿名"
"16232","iam-ko-chê","iam-ko-che5","iam-ko-tsê","iam-ko-tse5","𧌄蜅蠐","𧌄蜅蠐","蟬","匿名"
"16233","iam-ko-chê","iam-ko-che5","iam-ko-tsê","iam-ko-tse5","𧌄蜅蠐","𧌄蜅蠐","知了","匿名"
"16234","siân-ni","sian5-ni","siân-ni","sian5-ni","蟬蠳","蟬蠳","蟬","匿名"
"16235","siân-ni","sian5-ni","siân-ni","sian5-ni","蟬蠳","蟬蠳","知了","匿名"
"16236","lā-ti-sái","la7-ti-sai2","lā-ti-sái","la7-ti-sai2","抐豬屎","抐豬屎","打屁","匿名"
"16237","lā-sái","la7-sai2","lā-sái","la7-sai2","抐屎","抐屎","打屁","匿名"
"16238","óa-kà","oa2-ka3","uá-kà","ua2-ka3","倚駕","倚駕","附體","匿名"
"16239","thái-ko-nōa-lô/thái-ko-nuǎ-lô/thái-ko̤-nōa-lô̤","thai2-ko-noa7-lo5/thai2-ko-nuǎ-lo5/thai2-kor-noa7-lor5","thái-ko-nuā-lô/thái-ko-nuǎ-lô/thái-kor-nuā-lôr","thai2-ko-nua7-lo5/thai2-ko-nuǎ-lo5/thai2-kor-nua7-lor5","癩𰣻爛癆","癩𰣻爛癆","髒","匿名"
"16240","thái-ko-nōa-lô/thái-ko-nuǎ-lô/thái-ko̤-nōa-lô̤","thai2-ko-noa7-lo5/thai2-ko-nuǎ-lo5/thai2-kor-noa7-lor5","thái-ko-nuā-lô/thái-ko-nuǎ-lô/thái-kor-nuā-lôr","thai2-ko-nua7-lo5/thai2-ko-nuǎ-lo5/thai2-kor-nua7-lor5","癩𰣻爛癆","癩𰣻爛癆","髒兮兮","匿名"
"16241","thô͘-kat-chhù","thoo5-kat-chhu3","thôo-kat-tshù","thoo5-kat-tshu3","塗墼厝","塗墼厝","塗墼厝","匿名"
"16242","thô͘-kak-chhù","thoo5-kak-chhu3","thôo-kak-tshù","thoo5-kak-tshu3","塗角厝","塗角厝","塗角厝","匿名"
"16243","sap-bûn-phoe̍h/sap-mûi-phe̍h/sap-mûi-pho̤̍̍h","sap-bun5-phoeh8/sap-mui5-pheh8/sap-mui5-phorh8","sap-bûn-phue̍h/sap-muî-phe̍h/sap-muî-phe̍rh","sap-bun5-phueh8/sap-mui5-pheh8/sap-mui5-pherh8","雪文沫","雪文沫","泡沫","匿名"
"16244","sap-bûn-phoe̍h/sap-mûi-phe̍h/sap-mûi-pho̤̍̍h","sap-bun5-phoeh8/sap-mui5-pheh8/sap-mui5-phorh8","sap-bûn-phue̍h/sap-muî-phe̍h/sap-muî-phe̍rh","sap-bun5-phueh8/sap-mui5-pheh8/sap-mui5-pherh8","雪文沫","雪文沫","肥皂泡泡","匿名"
"16245","sap-bûn-pho/sap-mûi-pho/sap-bûn-pho̤","sap-bun5-pho/sap-mui5-pho/sap-bun5-phor","sap-bûn-pho/sap-muî-pho/sap-bûn-phor","sap-bun5-pho/sap-mui5-pho/sap-bun5-phor","雪文波","雪文波","肥皂泡泡","匿名"
"16246","sap-bûn-pho/sap-mûi-pho/sap-bûn-pho̤","sap-bun5-pho/sap-mui5-pho/sap-bun5-phor","sap-bûn-pho/sap-muî-pho/sap-bûn-phor","sap-bun5-pho/sap-mui5-pho/sap-bun5-phor","雪文波","雪文波","泡沫","匿名"
"16247","sap-bûn-pho/sap-mûi-pho/sap-bûn-pho̤","sap-bun5-pho/sap-mui5-pho/sap-bun5-phor","sap-bûn-pho/sap-muî-pho/sap-bûn-phor","sap-bun5-pho/sap-mui5-pho/sap-bun5-phor","雪文波","雪文波","泡泡","匿名"
"16248","sap-bûn-phoe̍h/sap-mûi-phe̍h/sap-mûi-pho̤̍̍h","sap-bun5-phoeh8/sap-mui5-pheh8/sap-mui5-phorh8","sap-bûn-phue̍h/sap-muî-phe̍h/sap-muî-phe̍rh","sap-bun5-phueh8/sap-mui5-pheh8/sap-mui5-pherh8","雪文沫","雪文沫","泡泡","匿名"
"16249","phe̍h/pho̤̍̍h","pheh8/phorh8","phe̍h/phe̍rh","pheh8/pherh8","沫","沫","泡泡","匿名"
"16250","pho","pho","pho","pho","波","波","泡泡","匿名"
"16251","u̍t","ut8","u̍t","ut8","遹","遹","遊走","匿名"
"16252","u̍t","ut8","u̍t","ut8","聿","聿","沾","匿名"
"16253","u̍t-tio̍h","ut8-tioh8","u̍t-tio̍h","ut8-tioh8","聿著","聿著","沾到","匿名"
"16254","chhiat-bu̍t","chhiat-but8","tshiat-bu̍t","tshiat-but8","切勿","切勿","切勿","匿名"
"16255","hut saⁿ óaⁿ-kong","hut sann oann2-kong","hut sann uánn-kong","hut sann uann2-kong","囫三碗公","囫三碗公","狼吞虎嚥","匿名"
"16256","hut--lo̍h-khì","hut--loh8-khi3","hut--lo̍h-khì","hut--loh8-khi3","拂落去","拂落去","蠻幹","匿名"
"16257","tiⁿ-but-but","tinn-but-but","tinn-but-but","tinn-but-but","甜粅粅","甜粅粅","很甜","匿名"
"16258","tiⁿ-but-but","tinn-but-but","tinn-but-but","tinn-but-but","甜粅粅","甜粅粅","甜滋滋","匿名"
"16259","chhut-chúi","chhut-chui2","tshut-tsuí","tshut-tsui2","出水","出水","欺負他人來出氣","匿名"
"16260","put--khí-lâi","put--khi2-lai5","put--khí-lâi","put--khi2-lai5","抔起來","抔起來","掃成堆","匿名"
"16261","lut sian","lut sian","lut sian","lut sian","甪鉎","甪鉎","搓洗身體","匿名"
"16262","sian","sian","sian","sian","鉎","鉎","污垢","匿名"
"16263","lù sian","lu3 sian","lù sian","lu3 sian","鑢鉎","鑢鉎","刷洗污垢","匿名"
"16264","la̍k-khoân","lak8-khoan5","la̍k-khuân","lak8-khuan5","搦權","搦權","攏權","匿名"
"16265","la̍k-khoân","lak8-khoan5","la̍k-khuân","lak8-khuan5","搦權","搦權","專權","匿名"
"16266","chha̍k-chha̍k","chhak8-chhak8","tsha̍k-tsha̍k","tshak8-tshak8","鑿鑿","鑿鑿","刺刺的","匿名"
"16267","la̍k-ta̍k","lak8-tak8","la̍k-ta̍k","lak8-tak8","磟碡","磟碡","將田地整平的工具","匿名"
"16268","khngh-khngh-kiò","khngh-khngh-kio3","khngh-khngh-kiò","khngh-khngh-kio3","吭吭叫","吭吭叫","摩托車的聲音","匿名"
"16269","kā lâng phngh","ka7 lang5 phngh","kā lâng phngh","ka7 lang5 phngh","共人嗙","共人嗙","抨擊","匿名"
"16270","ha̍uⁿh-ha̍uⁿh","haunnh8-haunnh8","ha̍unnh-ha̍unnh","haunnh8-haunnh8","澩澩","澩澩","吃不熟的芋頭的口感","匿名"
"16271","ha̍uⁿh-ha̍uⁿh","haunnh8-haunnh8","ha̍unnh-ha̍unnh","haunnh8-haunnh8","澩澩","澩澩","吃不熟的蘿蔔的口感","匿名"
"16272","âng-hiā-chhù","ang5-hia7-chhu3","âng-hiā-tshù","ang5-hia7-tshu3","紅瓦厝","紅瓦厝","紅瓦屋","匿名"
"16273","chô-chhùi-phóe/chô-chhùi-phé","cho5-chhui3-phoe2/cho5-chhui3-phe2","tsô-tshuì-phué/tsô-tshuì-phé","tso5-tshui3-phue2/tso5-tshui3-phe2","摷喙䫌","摷喙䫌","打耳光","匿名"
"16274","chô","cho5","tsô","tso5","摷","摷","打","匿名"
"16275","koat-chhùi-phóe/koat-chhùi-phé","koat-chhui3-phoe2/koat-chhui3-phe2","kuat-tshuì-phué/kuat-tshuì-phé","kuat-tshui3-phue2/kuat-tshui3-phe2","抉喙䫌","抉喙䫌","打耳光","匿名"
"16276","sòa-chang","soa3-chang","suà-tsang","sua3-tsang","紲鬃","紲鬃","接髮","匿名"
"16277","sòa-cháng","soa3-chang2","suà-tsáng","sua3-tsang2","紲摠","紲摠","接髮","匿名"
"16278","po̍k-bo̍k","pok8-bok8","po̍k-bo̍k","pok8-bok8","瀑沐","瀑沐","瀑布","匿名"
"16279","gia̍p-sîn","giap8-sin5","gia̍p-sîn","giap8-sin5","業神","業神","工作狂","匿名"
"16280","sin-kio̍k","sin-kiok8","sin-kio̍k","sin-kiok8","新劇","新劇","新劇","匿名"
"16281","kàu-chhut","kau3-chhut","kàu-tshut","kau3-tshut","到齣","到齣","出完菜","匿名"
"16282","kàu-chhut","kau3-chhut","kàu-tshut","kau3-tshut","到齣","到齣","散戲","匿名"
"16283","kàu-chhut","kau3-chhut","kàu-tshut","kau3-tshut","到齣","到齣","散場","匿名"
"16284","kàu-chhut","kau3-chhut","kàu-tshut","kau3-tshut","到齣","到齣","劇終","匿名"
"16285","siáu-chhut-á","siau2-chhut-a2","siáu-tshut-á","siau2-tshut-a2","痟齣仔","痟齣仔","滑稽劇","匿名"
"16286","siáu-chhut-á","siau2-chhut-a2","siáu-tshut-á","siau2-tshut-a2","痟齣仔","痟齣仔","滑稽戲","匿名"
"16287","siáu-chhut-á","siau2-chhut-a2","siáu-tshut-á","siau2-tshut-a2","痟齣仔","痟齣仔","鬧劇","匿名"
"16288","ōaⁿ-chhut","oann7-chhut","uānn-tshut","uann7-tshut","換齣","換齣","換幕","匿名"
"16289","ōaⁿ-chhut","oann7-chhut","uānn-tshut","uann7-tshut","換齣","換齣","換劇目","匿名"
"16290","chôe-thâu-chúi/chê-thâu-chúi","choe5-thau5-chui2/che5-thau5-chui2","tsuê-thâu-tsuí/tsê-thâu-tsuí","tsue5-thau5-tsui2/tse5-thau5-tsui2","齊頭水","齊頭水","齊頭水","匿名"
"16291","kā-khí-kin/kā-khí-kun","ka7-khi2-kin/ka7-khi2-kun","kā-khí-kin/kā-khí-kun","ka7-khi2-kin/ka7-khi2-kun","咬齒根","咬齒根","磨牙","匿名"
"16292","kā-khí-kin/kā-khí-kun","ka7-khi2-kin/ka7-khi2-kun","kā-khí-kin/kā-khí-kun","ka7-khi2-kin/ka7-khi2-kun","咬齒根","咬齒根","咬緊牙關","匿名"
"16293","phīⁿ-tī","phinn7-ti7","phīnn-tī","phinn7-ti7","鼻痔","鼻痔","鼻瘜肉","匿名"
"16294","phīⁿ-tī","phinn7-ti7","phīnn-tī","phinn7-ti7","鼻痔","鼻痔","鼻息肉","匿名"
"16295","phīⁿ-tī","phinn7-ti7","phīnn-tī","phinn7-ti7","鼻痔","鼻痔","鼻痔","匿名"
"16296","phīⁿ-lâu-huih/phīⁿ-lâu-hoeh","phinn7-lau5-huih/phinn7-lau5-hoeh","phīnn-lâu-huih/phīnn-lâu-hueh","phinn7-lau5-huih/phinn7-lau5-hueh","鼻流血","鼻流血","鼻血","匿名"
"16297","lâu-phīⁿ-lâu-huih/lâu-phīⁿ-lâu-hoeh","lau5-phinn7-lau5-huih/lau5-phinn7-lau5-hoeh","lâu-phīnn-lâu-huih/lâu-phīnn-lâu-hueh","lau5-phinn7-lau5-huih/lau5-phinn7-lau5-hueh","流鼻流血","流鼻流血","流鼻血","匿名"
"16298","kó͘-chhiûⁿ","koo2-chhiunn5","kóo-tshiûnn","koo2-tshiunn5","鼓牆","鼓牆","鼓身","匿名"
"16299","tiám-phoat","tiam2-phoat","tiám-phuat","tiam2-phuat","點撇","點撇","分號","匿名"
"16300","tōa-bīn-sîn","toa7-bin7-sin5","tōa-bīn-sîn","toa7-bin7-sin5","大面神","大面神","外向","匿名"
"16301","môa-nî","moa5-ni5","muâ-nî","mua5-ni5","明年","明年","明年","匿名"
"16302","káu-gê","kau2-ge5","káu-gê","kau2-ge5","狗牙","狗牙","虎牙","匿名"
