"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HoaBun","EngBun","KaisoehEngbun","NounClassifier","LesuPoj","Opposite","LekuPoj","LekuEngbun","LekuHoabun","Confer","PageNumber"
"3905","pó-siú-só͘","","po2-siu2-soo2","","pó-siú-sóo","","po2-siu2-soo2","","保守所","a Catechumenate","","","","","","","","","531"
"3906","po-hò","","po-ho3","","po-hò","","po-ho3","","薄荷","mint","","chi̍t châng","","","","","","","531"
"3907","po-hò thn̂g","","po-ho3 thng5","","po-hò thn̂g","","po-ho3 thng5","","薄荷糖","mint candy","","","","","","","","","531"
"3908","po-hò iû","","po-ho3 iu5","","po-hò iû","","po-ho3 iu5","","薄荷油","mint oil","","","","","","","","","531"
"3909","pò-kò","","po3-ko3","","pò-kò","","po3-ko3","","報告","report","","","","","Chit kó goe̍h ê thoân-kàu ê keng-kòe chhiáⁿ lín pò-kò.","Please make a report on the activities (experiences) of this month of catechetical work.","這個月傳教的經過，請你們報告一下","","531"
"3910","pó-hō͘","","po2-hoo7","","pó-hōo","","po2-hoo7","","保護","to protect, protection","","","","","","","","","532"
"3911","pó-iū","","po2-iu7","","pó-iū","","po2-iu7","","保佑","to protect (by God)","","","thian-chú pó-iū","","","","","","532"
"3912","thian-chú pó-iū","","thian-chu2 po2-iu7","","thian-tsú pó-iū","","thian-tsu2 po2-iu7","","天主保佑","God bless you","","","","","","","","pó-iū","532"
"3913","po","","po","","po","","po","","褒獎、諂媚","to flatter, to soothe","","","","","Gâu po--lâng ê lâng m̄-sī hó lâng./Gín-á nā m̄ thiaⁿ chhùi, ū-sî-á tio̍h kā i po, ū-sî-á tio̍h kā i mē.","A person who is constantly flattenedring others is not a good person.\A child that does not obey, must at times be flattered and at times be scolded.","喜歡諂媚的人不是好人/小孩子若不聽話，有時候要褒奬他，有時要罵他","","532"
"3914","pò͘","","poo3","","pòo","","poo3","","布","cloth","","chi̍t tè","","","","","","","532"
"3915","toh-pò͘","","toh-poo3","","toh-pòo","","toh-poo3","","抹布、擦布","a dust cloth","","","","","","","","","533"
"3916","pó͘","","poo2","","póo","","poo2","","補","mend, repair","","","pó͘-saⁿ/pó͘-ê","","Lí kā góa chò chit ê khang- khòe nā liáu-chîⁿ, góa chiah pó--lí.","You do this job for me and if you lose any money, I will reimburse you.","你給我做這個事情假如虧本，我才補償你","","533"
"3917","pó͘-saⁿ","","poo2-sann","","póo-sann","","poo2-sann","","補衣服","to patch clothes","","","","","","","","pó͘","533"
"3918","pó͘-ê","","poo2-e5","","póo-ê","","poo2-e5","","補鞋子","to mend shoes","","","","","","","","pó͘","533"
"3919","poò","","poò","","poò","","poò","","種、播","to plant, to publish abroad","","","pò͘ tiū-á/pò͘ chhân","","","","","","533"
"3920","pò͘ tiū-á","","poo3 tiu7-a2","","pòo tiū-á","","poo3 tiu7-a2","","插秧","to plant rice","","","","","","","","poò","533"
"3921","pò͘ chhân","","poo3 chhan5","","pòo tshân","","poo3 tshan5","","插秧","to plant the fields","","","","","","","","poò","533"
"3922","po͘","","poo","","poo","","poo","","埔、草地","a level piece of ground","","","","","Gû tio̍h-ài khan khì chháu-po͘ chhī.","You must lead the cow out to the meadle to graze.","要把牛牽到草地上去餵","","533"
"3923","po͘-lí","","poo-li2","","poo-lí","","poo-li2","","埔里","name of place","","","","","","","","","533"
"3924","pó͘-sio̍k","","poo2-siok8","","póo-sio̍k","","poo2-siok8","","補贖","satisfaction, to do penance","","","","","","","","","533"
"3925","pō͘","","poo7","","pōo","","poo7","","步","step (of foot)","","","chi̍t pō͘ chi̍t pō͘","","","","","","534"
"3926","chi̍t pō͘ chi̍t pō͘","","chit8 poo7 chit8 poo7","","tsi̍t pōo tsi̍t pōo","","tsit8 poo7 tsit8 poo7","","一步一步","step by step","","","","","","","","pō͘","534"
"3927","pō͘-tiau","","poo7-tiau","","pōo-tiau","","poo7-tiau","","步調、步伐","pace, steps in walking","","","kha-pō͘-siaⁿ","","Lín kiâⁿ-lō͘ ê sî, pō͘-tiāu (o̤ kha-pō͘) tio̍h-ài ē hô, chiah ē hó-khòaⁿ./Chhiáⁿ lín ta̍k-ke pō͘-tiāu it-tì lâi chò chit hāng tāi-chì.","When you are walking you must to keep in step, otherwise it won’t look nice.\Please act on this matter in unison and harmony.","你們走路時步調整齊才好看/請你們大家步伐一致來做這個事情","","534"
"3928","kha-pō͘-siaⁿ","","kha-poo7-siann","","kha-pōo-siann","","kha-poo7-siann","","腳步聲","(the sound of) a footstep","","","","","Góa ū thiaⁿ-kìⁿ kha-pō͘ siaⁿ, khì khòaⁿ siáⁿ lâng lâi.","I hear someone’s foot steps, go and see who is coming.","我聽見腳步聲，你去看看是誰來","pō͘-tiau","534"
"3929","pō͘","","poo7","","pōo","","poo7","","咀嚼","to chew","","","","","Góa chin ài chia̍h thô͘-tāu, m̄-kú bô chhùi-khí thang pō͘.","I like to eat peanuts very much, but I have no teeth to chew them.","我很喜歡吃花生，但是沒牙齒可咀嚼","","534"
"3930","pòaⁿ","","poann3","","puànn","","puann3","","半","a half","","","kho͘ pòaⁿ/tiám pòaⁿ/pòaⁿ chiah/pòaⁿ ki/bô pòaⁿ ê lâng/bô pòaⁿ kak/pòaⁿ chhiⁿ-sek/bô pòaⁿ hāng/pòaⁿ mê","","","","","","535"
"3931","kho͘ pòaⁿ","","khoo poann3","","khoo puànn","","khoo puann3","","一元半","$1.50","","","","","","","","pòaⁿ","535"
"3932","tiám pòaⁿ","","tiam2 poann3","","tiám puànn","","tiam2 puann3","","一點半","1:30 o'clock","","","","","","","","pòaⁿ","535"
"3933","pòaⁿ chiah","","poann3 chiah","","puànn tsiah","","puann3 tsiah","","半隻","one half of a thing of which the classifier is ""[chiah]""","","","","","","","","pòaⁿ","535"
"3934","pòaⁿ ki","","poann3 ki","","puànn ki","","puann3 ki","","半枝","one half of a thing of which the classifier is ""[ki]""","","","","","I ê thâu-khak-téng lóng bô pòaⁿ ki thâu-mô͘.","He hasn’t even a half a hair on his head.","他的頭上頭髮一根都沒有","pòaⁿ","535"
"3935","bô pòaⁿ ê lâng","","bo5 poann3 e5 lang5","","bô puànn ê lâng","","bo5 puann3 e5 lang5","","半個人都沒有","on one at all","","","","","","","","pòaⁿ","535"
"3936","bô pòaⁿ kak","","bo5 poann3 kak","","bô puànn kak","","bo5 puann3 kak","","半毛錢都沒有","no money at all","","","","","","","","pòaⁿ","535"
"3937","bô pòaⁿ hāng","","bo5 poann3 hang7","","bô puànn hāng","","bo5 puann3 hang7","","半件都沒有","nothing at all","","","","","","","","pòaⁿ","535"
"3938","pòaⁿ chhiⁿ-sek","","poann3 chhinn-sek","","puànn tshinn-sik","","puann3 tshinn-sik","","半熟","half done (Lit. half raw)","","","","","","","","pòaⁿ","535"
"3939","pòaⁿ mê","pòaⁿ mî","poann3 me5","poann3 mi5","puànn mê","puànn mî","puann3 me5","puann3 mi5","半夜","midnight","","","","","","","","pòaⁿ","535"
"3940","pôaⁿ","","poann5","","puânn","","puann5","","盤","a plate","","chi̍t tè","chi̍t pôaⁿ chhài","","","","","","535"
"3941","chi̍t pôaⁿ chhài","","chit8 poann5 chhai3","","tsi̍t puânn tshài","","tsit8 puann5 tshai3","","一盤菜","one kind of food, a dish of food","","","","","","","","pôaⁿ","535"
"3942","poaⁿ","","poann","","puann","","puann","","搬","to move","","","poaⁿ chhù","","","","","","535"
"3943","poaⁿ chhù","","poann chhu3","","puann tshù","","puann tshu3","","搬家","to move to another house","","","","","Góa boeh poaⁿ-chhù, chhiáⁿ lí kā góa tàu-kha-chhiú.","I want to move, please lend me a hand.","我要搬家，請你幫忙我","poaⁿ","536"
"3944","pōaⁿ","","poann7","","puānn","","puann7","","掃落","to shake off (dust or show), to dust","","","","","Toh-téng chin lah-sap, tio̍h ài pōaⁿ-pōaⁿ--leh.","The top of the table is very dirty, you must dust it.","桌子上很骯髒，要拂乾淨","","536"
"3945","poa̍h","","poah8","","pua̍h","","puah8","","跌","to fall (persons)","","","","","Chang-àm góa tùi bîn-chhn̂g-téng poa̍h lo̍h-khì thô͘-kha.","Last night I fell out of bed on the floor.","昨夜我從床上跌下去地板上","","536"
"3946","poa̍h-tò","","poah8-to3","","pua̍h-tò","","puah8-to3","","跌倒","to tumble","","","","","Góa poa̍h-tó, poa̍h chi̍t khang, chin thiàⁿ.","I fell and hurt myself, it really aches.","我跌倒了，跌傷了，很痛","","536"
"3947","poa̍h--kiáu","","poah8--kiau2","","pua̍h--kiáu","","puah8--kiau2","","賭博","to gamble","","","","","I poa̍h-kiáu poa̍h kah bô-mê-bô-ji̍t.","He gambles day and night. (lit. up to the point that there is nothing left of the day or night.)","他日以繼夜地賭博","","536"
"3948","poa̍h-lo̍h-bé","","poah8-loh8-be2","","pua̍h-lo̍h-bé","","puah8-loh8-be2","","出軌","to get derailed, to run off the rail or tracks","","","hóe-chhia poa̍h-lo̍h-bé/mn̂g poa̍h-lo̍h-bé/thang-á-mn̂g poa̍h-lo̍h-bá","","","","","","537"
"3949","hóe-chhia poa̍h-lo̍h-bé","","hoe2-chhia poah8-loh8-be2","","hué-tshia pua̍h-lo̍h-bé","","hue2-tshia puah8-loh8-be2","","火車出軌","the train was derailed","","","","","","","","poa̍h-lo̍h-bé","537"
"3950","mn̂g poa̍h-lo̍h-bé","","mng5 poah8-loh8-be2","","mn̂g pua̍h-lo̍h-bé","","mng5 puah8-loh8-be2","","門出軌","A sliding door went off its tracks","","","","","","","","poa̍h-lo̍h-bé","537"
"3951","thang-á-mn̂g poa̍h-lo̍h-bá","","thang-a2-mng5 poah8-loh8-ba2","","thang-á-mn̂g pua̍h-lo̍h-bá","","thang-a2-mng5 puah8-loh8-ba2","","窗戶出軌","A sliding window went off its tracks","","","","","","","","poa̍h-lo̍h-bé","537"
"3952","poe","au","poe","au","pue","au","pue","au","杯","a cup","","chi̍t tè","tê-poe/chi̍t poe tê/ka-pi poe/pô-lê poe","","","","","","537"
"3953","tê-poe","tê-au","te5-poe","te5-au","tê-pue","tê-au","te5-pue","te5-au","茶杯","one tea cup","","chi̍t tè","","","","","","poe","537"
"3954","chi̍t poe tê","","chit8 poe te5","","tsi̍t pue tê","","tsit8 pue te5","","一杯茶","a cup of tea","","","","","","","","poe","537"
"3955","ka-pi poe","ka-pi au","ka-pi poe","ka-pi au","ka-pi pue","ka-pi au","ka-pi pue","ka-pi au","咖啡杯","coffee cup","","","","","","","","poe","537"
"3956","pô-lê poe","pô-lê-au","po5-le5 poe","po5-le5-au","pô-lê pue","pô-lê-au","po5-le5 pue","po5-le5-au","玻璃杯","a drinking glass","","","","","","","","poe","537"
"3957","poe","","poe","","pue","","pue","","飛","to fly","","","","","Nn̄g-tâi phùn-siā-ki poe chin koân, lí ū khòaⁿ--kìⁿ-bô?","There are two jet planes flying very high, do you see them?","兩台噴射機飛得很高，你看見嗎？","","537"
"3958","pôe","","poe5","","puê","","pue5","","賠","indemnify, compensate","","","","","Góa kā lí kòng-phòa, ēng chîⁿ pôe--lí á-sī tio̍h ài bé lâi pôe--lí?","I broke it, should I compensate with money or should I buy a new one to replace it?","我給你打破了，用錢賠你或是要買東西來賠你？","","537"
"3959","pôe","","poe5","","puê","","pue5","","陪","to keep company, to associate","","","kau-pôe","","","","","","538"
"3960","kau-pôe","","kau-poe5","","kau-puê","","kau-pue5","","交陪","to associate with","","","","","Pháiⁿ-lâng ài kap pháiⁿ-lâng kau-pôe.","The wicked like the company of the wicked.","壞人喜歡和壞人交陪","pôe","538"
"3961","pôe","phōaⁿ","poe5","phoann7","puê","phuānn","pue5","phuann7","陪伴","to be a companion to a companion","","","pôe-pin","","Góa bē-tàng pôe (phôe) lí khì.","I cannot go as your companion.","我不能夠陪你去","","538"
"3962","pôe-pin","","poe5-pin","","puê-pin","","pue5-pin","","陪賓","an associate guest","","","","","Eng-àm boeh chhiáⁿ chhī-tiúⁿ, chhiáⁿ lí lâi chò bôe- pīn.","This evening I am inviting the Mayor, please come and be one of the party.","晚上要招待市長，請你作陪賓","pôe","538"
"3963","pōe","","poe7","","puē","","pue7","","倍","time","","","nn̄g pōe/saⁿ-pōe","","","","","","538"
"3964","nn̄g pōe","","nng7 poe7","","nn̄g puē","","nng7 pue7","","兩倍","twice (as large as)","","","","","Lí ná boeh bé hit khoán--ê, tio̍h-ài nn̄g pōe chîⁿ.","If you want to buy that tape, it will cost twice as much money.","你說要買那種的，要兩倍錢","pōe","538"
"3965","saⁿ-pōe","","sann-poe7","","sann-puē","","sann-pue7","","三倍","three times (as many as)","","","","","","","","pōe","538"
"3966","poe-lêng-á-chhài","","poe-leng5-a2-chhai3","","pue-lîng-á-tshài","","pue-ling5-a2-tshai3","","菠菜","spinach","","","","","","","","","539"
"3967","pōe","","poe7","","puē","","pue7","","背、違背","transgress, betray","","","pōe-kàu","","Sîn-hū ê hó-ì, lí m̄-thang pōe--i.","Don’t batray the priest’s kindness.","神父的好意，你不要違背他","","539"
"3968","pōe-kàu","","poe7-kau3","","puē-kàu","","pue7-kau3","","被教","to apostatize","","","","","","","","pōe","539"
"3969","po̍h","","poh8","","po̍h","","poh8","","薄","thin","","","po̍h-lé/po̍h-siā","kāu","","","","","539"
"3970","po̍h-lé","","poh8-le2","","po̍h-lé","","poh8-le2","","薄禮","a slight token of one's gratitude","","","","","","","","po̍h","539"
"3971","po̍h-siā","","poh8-sia7","","po̍h-siā","","poh8-sia7","","薄謝","a slight token of one's gratitude","","","","","Lí kā góa chò chin chē tāi-chì, chit-sut-á po̍h-siā chhiáⁿ lí siu--khí-lâi.","You have done very many favors for me, please accept this slight token of my appreciation.","你替我做很多事情，這些薄謝請你收起來","po̍h","539"
"3972","pōng","","pong7","","pōng","","pong7","","碰","to collide","","","","","Lí ba̍k-chiu hiah tōa-lúi, án-chóaⁿ cháu kah pōng tio̍h chhiū-á?","Your eyes are so big, how come you bumped into a tree?","你的眼睛那麼大，為何跑去和樹相碰？","","539"
"3973","pōng","","pong7","","pōng","","pong7","","衡量、磅","to weigh or 1 pound","","","pōng-á","","Lí kā góa pōng khòaⁿ ū lōa tāng.","See how much I weigh.","你給我秤一秤看有多重？","","540"
"3974","pōng-á","","pong7-a2","","pōng-á","","pong7-a2","","台秤","a scale","","","","","","","","pōng","540"
"3975","pòng","hán","pong3","han2","pòng","hán","pong3","han2","造謠","to start a rumor","","","","","M̄-thang lām-sú pòng.","Don’t start any wild rumors.","不要亂造謠","","540"
"3976","pōng-khang","","pong7-khang","","pōng-khang","","pong7-khang","","山洞","a tunnel (Lit. an exploded hole)","","","","","Tâi-tiong kàu Biâu-ke̍k ê tiong-kan ū chin chē pōng-khang.","There are many tunnels between Taichung and Miaoli.","台中和苗栗間有很多山洞","","540"
"3977","pū","","pu7","","pū","","pu7","","抱蛋、孵","to hatch (eggs); to sit on eggs","","","","","Chit chiah ke-bú chit-má teh pū hóe-ke-nn̄g, koh saⁿ sì ji̍t chiū ē chhut.","This hen is now hatching turkey eggs, in three or four days from now they will come out.","這隻母雞在抱火雞蛋，再過三四天就會孵出","","541"
"3978","pûi","","pui5","","puî","","pui5","","肥","fat, stout","","","","sán","","","","","541"
"3979","pûi","","pui5","","puî","","pui5","","肥、肥料","fat, fertilizer","","","lo̍h pûi","","","","","","541"
"3980","lo̍h pûi","","loh8 pui5","","lo̍h puî","","loh8 pui5","","下肥","to fertilize","","","","","Pò͘-chhân pò͘ liáu āu tio̍h ài lo̍h-pûi lo̍h kúi ā pái.","After the fields have been planted they must be fertilized several times.","插秧以後要下肥料下好幾次","pûi","541"
"3981","pûi-liāu","","pui5-liau7","","puî-liāu","","pui5-liau7","","肥料","fertilizer","","","","","Tâi-oân pûi-liāu bô kàu, tio̍h-ài tùi Ji̍t-pún bé--ji̍p-lâi.","Taiwanese fertilizer is not sufficient, some must be bought from Japan.","台灣肥料不夠，必須從日本買進來","","541"
"3982","pūi","","pui7","","puī","","pui7","","吠","to bark","","","","","Ē pūi ê káu bē kā--lâng.","Barking dogs, never bite.","會吠的狗不咬人","","542"
"3983","pùi-á","","pui3-a2","","puì-á","","pui3-a2","","汗疣","prickly heat","","","","","Góa joa̍h-thiⁿ-sî chin gâu siⁿ pùi-á.","I always get prickly heat in the summer.","我夏天很會生汗疣痱子","","542"
"3984","pún","","pun2","","pún","","pun2","","本","cl. for books, a volume","","","","","","","","","542"
"3985","pún","","pun2","","pún","","pun2","","本","this (Lit. the original)","","","","","","","","","542"
"3986","pún-lâi","","pun2-lai5","","pún-lâi","","pun2-lai5","","本來","originally","","","","","","","","","542"
"3987","pún séng","","pun2 seng2","","pún síng","","pun2 sing2","","本省","this province","","","","","","","","","542"
"3988","pún-séng-lâng","","pun2-seng2-lang5","","pún-síng-lâng","","pun2-sing2-lang5","","本省人","a Taiwanese; native","","","","","","","","","542"
"3989","pún chhī","","pun2 chhi7","","pún tshī","","pun2 tshi7","","本市","this city","","","","","","","","","542"
"3990","pún hāu","","pun2 hau7","","pún hāu","","pun2 hau7","","本校","this school","","","","","","","","","542"
"3991","pun sèng-tn̂g","","pun seng3-tng5","","pun sìng-tn̂g","","pun sing3-tng5","","本聖堂","this Church","","","","","","","","","543"
"3992","pún-chîⁿ","","pun2-chinn5","","pún-tsînn","","pun2-tsinn5","","本錢","the cost price, capital","","","si̍h-pún","","Góa chit khám tiàm ê pún-chîⁿ ū peh cha̍p bān kho͘.","My capital for this shop is $800,000.","我這個店的本錢有八十萬元","","543"
"3993","si̍h-pún","","sih8-pun2","","si̍h-pún","","sih8-pun2","","虧本","to lose in business; to get less than the actual cost of an article","","","","","Chit khám tiàm kin-nî chò liáu si̍h-pún.","This year this store has taken in less money then was spent.","這間店鋪生意今年虧了本","pún-chîⁿ","543"
"3994","pûn","","pun5","","pûn","","pun5","","吹","to blow with mouth","","","","","","","","","543"
"3995","pûn-ke-kui","","pun5-ke-kui","","pûn-ke-kui","","pun5-ke-kui","","吹牛","to boast, to brag","","","","","","","","","543"
"3996","pûn-hoa","pûn-sit","pun5-hoa","pun5-sit","pûn-hua","pûn-sit","pun5-hua","pun5-sit","吹熄","to blow out a light","","","","","Mî-sat nā chò liáu, chè-tâi ê la̍h-chek hóe ài bûn-hòa. (pûn--sit)","After Mass has been celebrated, the candles on the altar should be blown out.","彌撒做完了以後，祭台的蠟燭就要吹熄","","543"
"3997","pun","","pun","","pun","","pun","","分","to distribute","","","","","","","","","543"
"3998","pun gû-leng-hún","","pun gu5-leng-hun2","","pun gû-ling-hún","","pun gu5-ling-hun2","","分牛奶粉","to distribute powdered milk","","","","","","","","","544"
"3999","pun saⁿ","","pun sann","","pun sann","","pun sann","","","to distribute old clothes","","","","","","","","","544"
"4000","pùn-sò","","pun3-so3","","pùn-sò","","pun3-so3","","垃圾","garbage","","","","","","","","","544"
"4001","pùn-sò-láng","","pun3-so3-lang2","","pùn-sò-láng","","pun3-so3-lang2","","垃圾箱","a garbage box","","","","","","","","","544"
"4002","pùn-táu","","pun3-tau2","","pùn-táu","","pun3-tau2","","畚箕","a dust pan","","","","","","","","","544"
"4003","put","","put","","put","","put","","不","not. (This is the character reading for the colloquial ""[m7]"")","","","","","","","","","544"
"4004","put-hàu","","put-hau3","","put-hàu","","put-hau3","","不孝","disrespectful","","","","","","","","","544"
"4005","put-pêng","","put-peng5","","put-pîng","","put-ping5","","不平、不滿","dissatisfied, not content; indignant at an injustice","","","kóng put-pêng","","Lí nā ū sím-mih put-pêng chò lí kóng!","If you have any complaini, go ahead and talk.","你若有什麼不平，請你講","","544"
"4006","kóng put-pêng","","kong2 put-peng5","","kóng put-pîng","","kong2 put-ping5","","講不平","to grumble","","","","","","","","put-pêng","544"
"4007","put-chí","","put-chi2","","put-tsí","","put-tsi2","","非常、很","very, extremely","","","put-chí hó","","","","","","544"
"4008","put-chí hó","","put-chi2 hó","","put-tsí hó","","put-tsi2 hó","","很好","vey good.","","","","","Chit-ê hoat-tō͘ put-chí-hó!","This is a very good plan.","這個方法很好","put-chí","545"
"4009","put-hēng","","put-heng7","","put-hīng","","put-hing7","","不幸","misfortune, unfortunately","","","","","Tùi-bīn tāi-khài ū sím-mih put-hēng, góa ū thiaⁿ-kìⁿ chin chē lâng teh khàu./Góa khì A-lí-san ê sī, chin put-hēng, tú-tio̍h lo̍h-hō͘-thiⁿ, só͘-í bô khòaⁿ-tio̍h hûn-hái","Something unfortunate must have happened across the way, I have heard a lot of wailing.\When I went to Alishan, I very unfortunately ran into rain, so I did not see the sea of clouds.","對面的人家大概有不幸的事情發生，我聽到很多人在哭/我到阿里山時，真不幸遇到下雨天，所以沒看到雲海","","545"
"4010","put-boán","","put-boan2","","put-buán","","put-buan2","","不滿","discontent, dissatisfied","","","","boán-chiok/móa-ì","Góa khoán-thāi lí án-ni lí iáu (ū) put-boán sī--bô?","I treat you this way and that you are still not satisfied, isn‘t it so?","我這樣對待你，你難道還不滿意嗎？","","545"
"4011","put-bêng","","put-beng5","","put-bîng","","put-bing5","","不明","obscurity, indistinct","","","","bêng-pe̍k","Tō-lí nā ū put-bêng ê só͘-chāi, chhiáⁿ-lí chhìn-chhái-sî lâi mn̄g--góa.","If there is anything obscure in the doctrine, come at any time and ask me about it.","對道理有不明白的地方，請你隨時來問我","","545"
"4012","put-chèng","","put-cheng3","","put-tsìng","","put-tsing3","","不正","injustice, unjust","","","","","Put-chèng ê chîⁿ (koh) khah chē góa iā bô ài.","If it is unjust money, no matter how much it is, I don’t want it.","不義之財再多我也不要","","546"
"4013","put-an","","put-an","","put-an","","put-an","","不安","uneasy, uneasiness","","","","","Chit-ê gín-á ê pīⁿ m̄-chai ē hó--bē, góa (kám-kak) chin put-an.","I wonder if this child will recover; I feel very uneasy about him.","這個孩子的病不曉得會不會醫好，我很擔心","","546"
"4014","put-piān","","put-pian7","","put-piān","","put-pian7","","不便","inconvenient","","","","lī-piān","Chit kúi-ji̍t lâu-téng ê chúi-tō lóng bô chúi, si̍t-chāi chin put-piān (bô lī-piān).","During these past few days, their has been no running water upstairs, it has been very inconvenient.","這幾天樓上的水龍頭都沒有水，實在很不方便","","546"
"4015","put ha̍p-lí","","put hap8-li2","","put ha̍p-lí","","put hap8-li2","","不合理","unreasonable","","","","ha̍p-lí","Kah sī put ha̍p-lí ê tāi-chì, bô-lūn sím-mi̍h lâng kiò--góa, góa iā m̄ chò.","Since it is in an reasonable thing, it makes no difference who tells me to do it, I won’t do it.","既是不合理的事，任何人叫我，我也不做","","547"
"4016","put-khó-lêng","","put-kho2-leng5","","put-khó-lîng","","put-kho2-ling5","","不可能","impossible","","","","khó-lêng","Lí kóng boeh siû khì Bí-kok, che sī choa̍t-tùi put-khó-lêng ê tāi-chì.","You say you want to swim to America, it is absolutely impossible.","你說你要游到美國，這是絕對不可能的事","","547"
"4017","put-sî","","put-si5","","put-sî","","put-si5","","常常、時常","at any time, very often","","","","","Lí m̄-thang put-sî chia̍h tang chia̍h sai, chia̍h bô hioh-khùn.","Don’t always be eating this and that, and never stop eating.","你不可常常亂吃東西，吃不停止","","547"
"4018","put-kò","","put-ko3","","put-kò","","put-ko3","","不過","only, but","","","","","","","","","547"
"4019","put-tek-í","","put-tek-i2","","put-tik-í","","put-tik-i2","","不得已","unavoidable, can't do anything but...","","","","","In-ūi bô chîⁿ koh pak-tó͘ iau, put-tek-í thau-the̍h chi̍t tè mī-pau lâi chia̍h.","Since I have no money and I am hungry, I just must to steal a slice of bread.","因為沒有錢又肚子餓，不得已偷了一塊麵包來吃","","547"
"4020","pu̍t-lá","","put8-la2","","pu̍t-lá","","put8-la2","","佛像","a Buddhist image","","","","","","","","","548"
"4021","saⁿ","","sann","","sann","","sann","","衣服","clothes, shirt, garment","","chi̍t niá","saⁿ-khò͘/saⁿ-á-tû/saⁿ-á-tē","","","","","","548"
"4022","saⁿ-khò͘","","sann-khoo3","","sann-khòo","","sann-khoo3","","衫褲","clothes","","","","","","","","saⁿ","548"
"4023","saⁿ-á-tû","","sann-a2-tu5","","sann-á-tû","","sann-a2-tu5","","衣櫥","clothes closet","","","","","","","","saⁿ","548"
"4024","saⁿ-á-tē","","sann-a2-te7","","sann-á-tē","","sann-a2-te7","","衣袋","pocket","","","","","Lí ê saⁿ-á-tē tē sím-míh?","What have you got in your pocket?","你的衣袋裡放什麼東西？","saⁿ","548"
"4025","saⁿ-kap","","sann-kap","","sann-kap","","sann-kap","","一起、一同","together","","","","","Lí chhut chîⁿ lán lâi saⁿ-kap chò seng-lí hó--bô?","You put out the money and let’s do business together O.K.?","你出錢我們一起來做生意好嗎？","","548"
"4026","saⁿ-kak","","sann-kak","","sann-kak","","sann-kak","","三角學","trigonometry","","","","","","","","","549"
"4027","saⁿ-lián-chhia","","sann-lian2-chhia","","sann-lián-tshia","","sann-lian2-tshia","","三輪車","a pedicab","","chi̍t tâi","","","","","","","549"
"4028","saⁿ-kak","","sann-kak","","sann-kak","","sann-kak","","三角","three cornered","","","","","Chit tè saⁿ-kak ê (thó͘) tē kiò góa boeh àn-chóaⁿ khí-chhù?","How do you want me to build on this three cornered piece of land?","這塊三角形的土地叫我怎樣蓋房子？","","549"
"4029","saⁿ-ūi it-thé","sam-ūi it-thé","sann-ui7 it-the2","sam-ui7 it-the2","sann-uī it-thé","sam-uī it-thé","sann-ui7 it-the2","sam-ui7 it-the2","三位一體","the Trinity","","","","","Thian-chú-hū, Thian-chú-chú, Thian-ch-sèng-sîn kiò chò saⁿ-ūi it-thé.","God the Father, God the Son and God the Holy Ghost are called the Trinity.","天主父，天主子，天主聖神叫做三位一體","","549"
"4030","sa̍h","","sah8","","sa̍h","","sah8","","煮沸","to boil something","","","sa̍h ke-nn̄g/sa̍h saⁿ","","","","","","549"
"4031","sa̍h ke-nn̄g","","sah8 ke-nng7","","sa̍h ke-nn̄g","","sah8 ke-nng7","","煮沸雞蛋","to boil an egg","","","","","","","","sa̍h","549"
"4032","sa̍h saⁿ","","sah8 sann","","sa̍h sann","","sah8 sann","","煮衣服","to boil clothes","","","","","","","","sa̍h","549"
"4033","sái","","sai2","","sái","","sai2","","駕駛","to drive a vehicle","","","sái chhia--ê/sái chûn","","","","","","550"
"4034","sái chhia--ê","","sai2 chhia--ê","","sái tshia--ê","","sai2 tshia--ê","","駕駛員","a chauffeur","","","","","","","","sái","550"
"4035","sái chûn","","sai2 chun5","","sái tsûn","","sai2 tsun5","","駛船","to sail a boat","","","","","","","","sái","550"
"4036","sai-hū","","sai-hu7","","sai-hū","","sai-hu7","","匠人","master workman","","","ba̍k-chhiūⁿ sai-hū/thô͘-chúi sai-hū/chhâi-hông sai-hū/thì-thâu sai-hū/khan tiān hóe sai-hū/siu-lí ke-khì sai-hū","","","","","","550"
"4037","ba̍k-chhiūⁿ sai-hū","","bak8-chhiunn7 sai-hu7","","ba̍k-tshiūnn sai-hū","","bak8-tshiunn7 sai-hu7","","木匠","a carpenter","","","","","","","","sai-hū","550"
"4038","thô͘-chúi sai-hū","","thoo5-chui2 sai-hu7","","thôo-tsuí sai-hū","","thoo5-tsui2 sai-hu7","","泥水匠","a mason","","","","","","","","sai-hū","550"
"4039","chhâi-hông sai-hū","","chhai5-hong5 sai-hu7","","tshâi-hông sai-hū","","tshai5-hong5 sai-hu7","","裁縫師","a tailor","","","","","","","","sai-hū","550"
"4040","thì-thâu sai-hū","","thi3-thau5 sai-hu7","","thì-thâu sai-hū","","thi3-thau5 sai-hu7","","理髮師","a barber","","","","","","","","sai-hū","550"
"4041","khan tiān hóe sai-hū","","khan tian7 hoe2 sai-hu7","","khan tiān hué sai-hū","","khan tian7 hue2 sai-hu7","","電氣匠","an electrician","","","","","","","","sai-hū","550"
